date,regime,regime_label,awcmr,real_policy_rate,gross_reserves_usd_m,ncpi_yoy_pct
2024-02-04,2,CALM,9.225,10.9,4616.0,-0.9
2024-02-05,2,CALM,9.225,10.9,4616.0,-0.9
2024-02-06,2,CALM,9.225,10.9,4616.0,-0.9
2024-02-07,2,CALM,9.225,10.9,4616.0,-0.9
2024-02-08,2,CALM,9.225,10.9,4616.0,-0.9
2024-02-09,2,CALM,9.225,10.9,4616.0,-0.9
2024-02-10,2,CALM,9.225,10.9,4616.0,-0.9
2024-02-11,2,CALM,9.225,10.9,4616.0,-0.9
2024-02-12,2,CALM,9.225,10.9,4616.0,-0.9
2024-02-13,2,CALM,9.225,10.9,4616.0,-0.9
2024-02-14,2,CALM,9.225,10.9,4616.0,-0.9
2024-02-15,2,CALM,9.225,10.9,4616.0,-0.9
2024-02-16,2,CALM,9.225,10.9,4616.0,-0.9
2024-02-17,2,CALM,9.225,10.9,4616.0,-0.9
2024-02-18,2,CALM,9.225,10.9,4616.0,-0.9
2024-02-19,2,CALM,9.225,10.9,4616.0,-0.9
2024-02-20,2,CALM,9.225,10.9,4616.0,-0.9
2024-02-21,2,CALM,9.225,10.9,4616.0,-0.9
2024-02-22,2,CALM,9.225,10.9,4616.0,-0.9
2024-02-23,2,CALM,9.225,10.9,4616.0,-0.9
2024-02-24,2,CALM,9.225,10.9,4616.0,-0.9
2024-02-25,2,CALM,9.225,10.9,4616.0,-0.9
2024-02-26,2,CALM,9.225,10.9,4616.0,-0.9
2024-02-27,2,CALM,9.225,10.9,4616.0,-0.9
2024-02-28,2,CALM,9.225,10.9,4616.0,-0.9
2024-02-29,2,CALM,9.225,10.9,4616.0,-0.9
2024-03-01,2,CALM,8.825,12.5,4968.0,-2.5
2024-03-02,2,CALM,8.825,12.5,4968.0,-2.5
2024-03-03,2,CALM,8.825,12.5,4968.0,-2.5
2024-03-04,2,CALM,8.825,12.5,4968.0,-2.5
2024-03-05,2,CALM,8.825,12.5,4968.0,-2.5
2024-03-06,2,CALM,8.825,12.5,4968.0,-2.5
2024-03-07,2,CALM,8.825,12.5,4968.0,-2.5
2024-03-08,2,CALM,8.825,12.5,4968.0,-2.5
2024-03-09,2,CALM,8.825,12.5,4968.0,-2.5
2024-03-10,2,CALM,8.825,12.5,4968.0,-2.5
2024-03-11,2,CALM,8.825,12.5,4968.0,-2.5
2024-03-12,2,CALM,8.825,12.5,4968.0,-2.5
2024-03-13,2,CALM,8.825,12.5,4968.0,-2.5
2024-03-14,2,CALM,8.825,12.5,4968.0,-2.5
2024-03-15,2,CALM,8.825,12.5,4968.0,-2.5
2024-03-16,2,CALM,8.825,12.5,4968.0,-2.5
2024-03-17,2,CALM,8.825,12.5,4968.0,-2.5
2024-03-18,2,CALM,8.825,12.5,4968.0,-2.5
2024-03-19,2,CALM,8.825,12.5,4968.0,-2.5
2024-03-20,2,CALM,8.825,12.5,4968.0,-2.5
2024-03-21,2,CALM,8.825,12.5,4968.0,-2.5
2024-03-22,2,CALM,8.825,12.5,4968.0,-2.5
2024-03-23,2,CALM,8.825,12.5,4968.0,-2.5
2024-03-24,2,CALM,8.825,12.5,4968.0,-2.5
2024-03-25,2,CALM,8.825,12.5,4968.0,-2.5
2024-03-26,2,CALM,8.825,12.0,4968.0,-2.5
2024-03-27,2,CALM,8.825,12.0,4968.0,-2.5
2024-03-28,2,CALM,8.825,12.0,4968.0,-2.5
2024-03-29,2,CALM,8.825,12.0,4968.0,-2.5
2024-03-30,2,CALM,8.825,12.0,4968.0,-2.5
2024-03-31,2,CALM,8.825,12.0,4968.0,-2.5
2024-04-01,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-02,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-03,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-04,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-05,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-06,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-07,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-08,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-09,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-10,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-11,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-12,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-13,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-14,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-15,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-16,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-17,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-18,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-19,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-20,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-21,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-22,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-23,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-24,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-25,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-26,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-27,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-28,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-29,2,CALM,8.55,10.2,5023.0,-0.7
2024-04-30,2,CALM,8.55,10.2,5023.0,-0.7
2024-05-01,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-02,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-03,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-04,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-05,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-06,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-07,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-08,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-09,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-10,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-11,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-12,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-13,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-14,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-15,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-16,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-17,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-18,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-19,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-20,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-21,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-22,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-23,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-24,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-25,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-26,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-27,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-28,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-29,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-30,2,CALM,8.625,10.5,5426.0,-1.0
2024-05-31,2,CALM,8.625,10.5,5426.0,-1.0
2024-06-01,2,CALM,8.65,9.3,5576.0,0.2
2024-06-02,2,CALM,8.65,9.3,5576.0,0.2
2024-06-03,2,CALM,8.65,9.3,5576.0,0.2
2024-06-04,2,CALM,8.65,9.05,5576.0,0.2
2024-06-05,2,CALM,8.65,9.05,5576.0,0.2
2024-06-06,2,CALM,8.65,9.05,5576.0,0.2
2024-06-07,2,CALM,8.65,9.05,5576.0,0.2
2024-06-08,2,CALM,8.65,9.05,5576.0,0.2
2024-06-09,2,CALM,8.65,9.05,5576.0,0.2
2024-06-10,2,CALM,8.65,9.05,5576.0,0.2
2024-06-11,2,CALM,8.65,9.05,5576.0,0.2
2024-06-12,2,CALM,8.65,9.05,5576.0,0.2
2024-06-13,2,CALM,8.65,9.05,5576.0,0.2
2024-06-14,2,CALM,8.65,9.05,5576.0,0.2
2024-06-15,2,CALM,8.65,9.05,5576.0,0.2
2024-06-16,2,CALM,8.65,9.05,5576.0,0.2
2024-06-17,2,CALM,8.65,9.05,5576.0,0.2
2024-06-18,2,CALM,8.65,9.05,5576.0,0.2
2024-06-19,2,CALM,8.65,9.05,5576.0,0.2
2024-06-20,2,CALM,8.65,9.05,5576.0,0.2
2024-06-21,2,CALM,8.65,9.05,5576.0,0.2
2024-06-22,2,CALM,8.65,9.05,5576.0,0.2
2024-06-23,2,CALM,8.65,9.05,5576.0,0.2
2024-06-24,2,CALM,8.65,9.05,5576.0,0.2
2024-06-25,2,CALM,8.65,9.05,5576.0,0.2
2024-06-26,2,CALM,8.65,9.05,5576.0,0.2
2024-06-27,2,CALM,8.65,9.05,5576.0,0.2
2024-06-28,2,CALM,8.65,9.05,5576.0,0.2
2024-06-29,2,CALM,8.65,9.05,5576.0,0.2
2024-06-30,2,CALM,8.65,9.05,5576.0,0.2
2024-07-01,2,CALM,8.55,8.25,5609.0,1.0
2024-07-02,2,CALM,8.55,8.25,5609.0,1.0
2024-07-03,2,CALM,8.55,8.25,5609.0,1.0
2024-07-04,2,CALM,8.55,8.25,5609.0,1.0
2024-07-05,2,CALM,8.55,8.25,5609.0,1.0
2024-07-06,2,CALM,8.55,8.25,5609.0,1.0
2024-07-07,2,CALM,8.55,8.25,5609.0,1.0
2024-07-08,2,CALM,8.55,8.25,5609.0,1.0
2024-07-09,2,CALM,8.55,8.25,5609.0,1.0
2024-07-10,2,CALM,8.55,8.25,5609.0,1.0
2024-07-11,2,CALM,8.55,8.25,5609.0,1.0
2024-07-12,2,CALM,8.55,8.25,5609.0,1.0
2024-07-13,2,CALM,8.55,8.25,5609.0,1.0
2024-07-14,2,CALM,8.55,8.25,5609.0,1.0
2024-07-15,2,CALM,8.55,8.25,5609.0,1.0
2024-07-16,2,CALM,8.55,8.25,5609.0,1.0
2024-07-17,2,CALM,8.55,8.25,5609.0,1.0
2024-07-18,2,CALM,8.55,8.25,5609.0,1.0
2024-07-19,2,CALM,8.55,8.25,5609.0,1.0
2024-07-20,2,CALM,8.55,8.25,5609.0,1.0
2024-07-21,2,CALM,8.55,8.25,5609.0,1.0
2024-07-22,2,CALM,8.55,8.25,5609.0,1.0
2024-07-23,2,CALM,8.55,8.25,5609.0,1.0
2024-07-24,2,CALM,8.55,8.25,5609.0,1.0
2024-07-25,2,CALM,8.55,8.25,5609.0,1.0
2024-07-26,2,CALM,8.55,8.25,5609.0,1.0
2024-07-27,2,CALM,8.55,8.25,5609.0,1.0
2024-07-28,2,CALM,8.55,8.25,5609.0,1.0
2024-07-29,2,CALM,8.55,8.25,5609.0,1.0
2024-07-30,2,CALM,8.55,8.25,5609.0,1.0
2024-07-31,2,CALM,8.55,8.25,5609.0,1.0
2024-08-01,2,CALM,8.75,6.75,6220.0,2.5
2024-08-02,2,CALM,8.75,6.75,6220.0,2.5
2024-08-03,2,CALM,8.75,6.75,6220.0,2.5
2024-08-04,2,CALM,8.75,6.75,6220.0,2.5
2024-08-05,2,CALM,8.75,6.75,6220.0,2.5
2024-08-06,2,CALM,8.75,6.75,6220.0,2.5
2024-08-07,2,CALM,8.75,6.75,6220.0,2.5
2024-08-08,2,CALM,8.75,6.75,6220.0,2.5
2024-08-09,2,CALM,8.75,6.75,6220.0,2.5
2024-08-10,2,CALM,8.75,6.75,6220.0,2.5
2024-08-11,2,CALM,8.75,6.75,6220.0,2.5
2024-08-12,2,CALM,8.75,6.75,6220.0,2.5
2024-08-13,2,CALM,8.75,6.75,6220.0,2.5
2024-08-14,2,CALM,8.75,6.75,6220.0,2.5
2024-08-15,2,CALM,8.75,6.75,6220.0,2.5
2024-08-16,2,CALM,8.75,6.75,6220.0,2.5
2024-08-17,2,CALM,8.75,6.75,6220.0,2.5
2024-08-18,2,CALM,8.75,6.75,6220.0,2.5
2024-08-19,2,CALM,8.75,6.75,6220.0,2.5
2024-08-20,2,CALM,8.75,6.75,6220.0,2.5
2024-08-21,2,CALM,8.75,6.75,6220.0,2.5
2024-08-22,2,CALM,8.75,6.75,6220.0,2.5
2024-08-23,2,CALM,8.75,6.75,6220.0,2.5
2024-08-24,2,CALM,8.75,6.75,6220.0,2.5
2024-08-25,2,CALM,8.75,6.75,6220.0,2.5
2024-08-26,2,CALM,8.75,6.75,6220.0,2.5
2024-08-27,2,CALM,8.75,6.75,6220.0,2.5
2024-08-28,2,CALM,8.75,6.75,6220.0,2.5
2024-08-29,2,CALM,8.75,6.75,6220.0,2.5
2024-08-30,2,CALM,8.75,6.75,6220.0,2.5
2024-08-31,2,CALM,8.75,6.75,6220.0,2.5
2024-09-01,2,CALM,8.675,7.15,6120.0,2.1
2024-09-02,2,CALM,8.675,7.15,6120.0,2.1
2024-09-03,2,CALM,8.675,7.15,6120.0,2.1
2024-09-04,0,STRESS,8.675,5.9,6120.0,2.1
2024-09-05,1,CRISIS,8.675,5.9,6120.0,2.1
2024-09-06,0,STRESS,8.675,5.9,6120.0,2.1
2024-09-07,1,CRISIS,8.675,5.9,6120.0,2.1
2024-09-08,0,STRESS,8.675,5.9,6120.0,2.1
2024-09-09,1,CRISIS,8.675,5.9,6120.0,2.1
2024-09-10,0,STRESS,8.675,5.9,6120.0,2.1
2024-09-11,1,CRISIS,8.675,5.9,6120.0,2.1
2024-09-12,0,STRESS,8.675,5.9,6120.0,2.1
2024-09-13,1,CRISIS,8.675,5.9,6120.0,2.1
2024-09-14,0,STRESS,8.675,5.9,6120.0,2.1
2024-09-15,1,CRISIS,8.675,5.9,6120.0,2.1
2024-09-16,0,STRESS,8.675,5.9,6120.0,2.1
2024-09-17,1,CRISIS,8.675,5.9,6120.0,2.1
2024-09-18,0,STRESS,8.675,5.9,6120.0,2.1
2024-09-19,1,CRISIS,8.675,5.9,6120.0,2.1
2024-09-20,0,STRESS,8.675,5.9,6120.0,2.1
2024-09-21,1,CRISIS,8.675,5.9,6120.0,2.1
2024-09-22,0,STRESS,8.675,5.9,6120.0,2.1
2024-09-23,1,CRISIS,8.675,5.9,6120.0,2.1
2024-09-24,0,STRESS,8.675,5.9,6120.0,2.1
2024-09-25,1,CRISIS,8.675,5.9,6120.0,2.1
2024-09-26,0,STRESS,8.675,5.9,6120.0,2.1
2024-09-27,1,CRISIS,8.675,5.9,6120.0,2.1
2024-09-28,0,STRESS,8.675,5.9,6120.0,2.1
2024-09-29,1,CRISIS,8.675,5.9,6120.0,2.1
2024-09-30,0,STRESS,8.675,5.9,6120.0,2.1
2024-10-01,1,CRISIS,8.525,5.1,6041.0,2.9
2024-10-02,0,STRESS,8.525,5.1,6041.0,2.9
2024-10-03,1,CRISIS,8.525,5.1,6041.0,2.9
2024-10-04,0,STRESS,8.525,5.1,6041.0,2.9
2024-10-05,1,CRISIS,8.525,5.1,6041.0,2.9
2024-10-06,0,STRESS,8.525,5.1,6041.0,2.9
2024-10-07,1,CRISIS,8.525,5.1,6041.0,2.9
2024-10-08,0,STRESS,8.525,5.1,6041.0,2.9
2024-10-09,1,CRISIS,8.525,5.1,6041.0,2.9
2024-10-10,0,STRESS,8.525,5.1,6041.0,2.9
2024-10-11,1,CRISIS,8.525,5.1,6041.0,2.9
2024-10-12,0,STRESS,8.525,5.1,6041.0,2.9
2024-10-13,1,CRISIS,8.525,5.1,6041.0,2.9
2024-10-14,0,STRESS,8.525,5.1,6041.0,2.9
2024-10-15,1,CRISIS,8.525,5.1,6041.0,2.9
2024-10-16,0,STRESS,8.525,5.1,6041.0,2.9
2024-10-17,1,CRISIS,8.525,5.1,6041.0,2.9
2024-10-18,0,STRESS,8.525,5.1,6041.0,2.9
2024-10-19,1,CRISIS,8.525,5.1,6041.0,2.9
2024-10-20,0,STRESS,8.525,5.1,6041.0,2.9
2024-10-21,1,CRISIS,8.525,5.1,6041.0,2.9
2024-10-22,0,STRESS,8.525,5.1,6041.0,2.9
2024-10-23,1,CRISIS,8.525,5.1,6041.0,2.9
2024-10-24,0,STRESS,8.525,5.1,6041.0,2.9
2024-10-25,1,CRISIS,8.525,5.1,6041.0,2.9
2024-10-26,0,STRESS,8.525,5.1,6041.0,2.9
2024-10-27,1,CRISIS,8.525,5.1,6041.0,2.9
2024-10-28,0,STRESS,8.525,5.1,6041.0,2.9
2024-10-29,1,CRISIS,8.525,5.1,6041.0,2.9
2024-10-30,0,STRESS,8.525,5.1,6041.0,2.9
2024-10-31,1,CRISIS,8.525,5.1,6041.0,2.9
2024-11-01,0,STRESS,8.16,5.3,6227.0,2.7
2024-11-02,1,CRISIS,8.16,5.3,6227.0,2.7
2024-11-03,0,STRESS,8.16,5.3,6227.0,2.7
2024-11-04,1,CRISIS,8.16,5.3,6227.0,2.7
2024-11-05,0,STRESS,8.16,5.3,6227.0,2.7
2024-11-06,1,CRISIS,8.16,5.3,6227.0,2.7
2024-11-07,0,STRESS,8.16,5.3,6227.0,2.7
2024-11-08,1,CRISIS,8.16,5.3,6227.0,2.7
2024-11-09,0,STRESS,8.16,5.3,6227.0,2.7
2024-11-10,1,CRISIS,8.16,5.3,6227.0,2.7
2024-11-11,0,STRESS,8.16,5.3,6227.0,2.7
2024-11-12,1,CRISIS,8.16,5.3,6227.0,2.7
2024-11-13,0,STRESS,8.16,5.3,6227.0,2.7
2024-11-14,1,CRISIS,8.16,5.3,6227.0,2.7
2024-11-15,0,STRESS,8.16,5.3,6227.0,2.7
2024-11-16,1,CRISIS,8.16,5.3,6227.0,2.7
2024-11-17,0,STRESS,8.16,5.3,6227.0,2.7
2024-11-18,1,CRISIS,8.16,5.3,6227.0,2.7
2024-11-19,0,STRESS,8.16,5.3,6227.0,2.7
2024-11-20,1,CRISIS,8.16,5.3,6227.0,2.7
2024-11-21,0,STRESS,8.16,5.3,6227.0,2.7
2024-11-22,1,CRISIS,8.16,5.3,6227.0,2.7
2024-11-23,0,STRESS,8.16,5.3,6227.0,2.7
2024-11-24,1,CRISIS,8.16,5.3,6227.0,2.7
2024-11-25,0,STRESS,8.16,5.3,6227.0,2.7
2024-11-26,1,CRISIS,8.16,5.05,6227.0,2.7
2024-11-27,0,STRESS,8.16,5.05,6227.0,2.7
2024-11-28,1,CRISIS,8.16,5.05,6227.0,2.7
2024-11-29,0,STRESS,8.16,5.05,6227.0,2.7
2024-11-30,1,CRISIS,8.16,5.05,6227.0,2.7
2024-12-01,0,STRESS,8.0,5.05,6227.0,2.7
2024-12-02,1,CRISIS,8.0,5.05,6227.0,2.7
2024-12-03,0,STRESS,8.0,5.05,6227.0,2.7
2024-12-04,1,CRISIS,8.0,5.05,6227.0,2.7
2024-12-05,0,STRESS,8.0,5.05,6227.0,2.7
2024-12-06,1,CRISIS,8.0,5.05,6227.0,2.7
2024-12-07,0,STRESS,8.0,5.05,6227.0,2.7
2024-12-08,1,CRISIS,8.0,5.05,6227.0,2.7
2024-12-09,0,STRESS,8.0,5.05,6227.0,2.7
2024-12-10,1,CRISIS,8.0,5.05,6227.0,2.7
2024-12-11,0,STRESS,8.0,5.05,6227.0,2.7
2024-12-12,1,CRISIS,8.0,5.05,6227.0,2.7
2024-12-13,0,STRESS,8.0,5.05,6227.0,2.7
2024-12-14,1,CRISIS,8.0,5.05,6227.0,2.7
2024-12-15,0,STRESS,8.0,5.05,6227.0,2.7
2024-12-16,1,CRISIS,8.0,5.05,6227.0,2.7
2024-12-17,0,STRESS,8.0,5.05,6227.0,2.7
2024-12-18,1,CRISIS,8.0,5.05,6227.0,2.7
2024-12-19,0,STRESS,8.0,5.05,6227.0,2.7
2024-12-20,1,CRISIS,8.0,5.05,6227.0,2.7
2024-12-21,0,STRESS,8.0,5.05,6227.0,2.7
2024-12-22,1,CRISIS,8.0,5.05,6227.0,2.7
2024-12-23,0,STRESS,8.0,5.05,6227.0,2.7
2024-12-24,1,CRISIS,8.0,5.05,6227.0,2.7
2024-12-25,0,STRESS,8.0,5.05,6227.0,2.7
2024-12-26,1,CRISIS,8.0,5.05,6227.0,2.7
2024-12-27,0,STRESS,8.0,5.05,6227.0,2.7
2024-12-28,1,CRISIS,8.0,5.05,6227.0,2.7
2024-12-29,0,STRESS,8.0,5.05,6227.0,2.7
2024-12-30,1,CRISIS,8.0,5.05,6227.0,2.7
2024-12-31,0,STRESS,8.0,5.05,6227.0,2.7
