model,varset,candidate_id,seq_length,units,dropout,learning_rate,epochs,batch_size,early_stopping_monitor,early_stopping_patience,seed_base,fold1_train_sequences,fold1_val_sequences,fold1_rmse,fold1_epochs,fold2_train_sequences,fold2_val_sequences,fold2_rmse,fold2_epochs,fold3_train_sequences,fold3_val_sequences,fold3_rmse,fold3_epochs,mean_validation_rmse,std_validation_rmse,mean_trained_epochs
LSTM,bop,23,6,64,0.3,0.001,60,8,val_loss,10,42,27,33,358.9286483012283,14,60,33,1287.5340757448487,49,93,33,878.2659403128431,14,841.5762214529733,379.9882555833794,25.666666666666668
LSTM,bop,24,6,64,0.3,0.001,60,16,val_loss,10,42,27,33,468.36175953746937,15,60,33,1142.1097879402412,11,93,33,862.656842299347,18,824.3761299256859,276.3851915341242,14.666666666666666
LSTM,bop,25,12,16,0.1,0.0005,60,8,val_loss,10,42,21,33,548.8938786485364,47,54,33,1021.1147832729006,21,87,33,875.9923841274978,19,815.3336820163116,197.49726461805898,29.0
LSTM,bop,26,12,16,0.1,0.0005,60,16,val_loss,10,42,21,33,1732.0558618655582,60,54,33,1034.6843854697784,46,87,33,900.7321390139432,24,1222.49079544976,364.44315401823997,43.333333333333336
LSTM,bop,27,12,16,0.1,0.001,60,8,val_loss,10,42,21,33,603.1997199896175,60,54,33,945.1516841110046,17,87,33,864.7066429446251,15,804.3526823484157,145.97884974967022,30.666666666666668
LSTM,bop,28,12,16,0.1,0.001,60,16,val_loss,10,42,21,33,872.0711739108297,50,54,33,971.4118508553015,13,87,33,962.7653341602659,22,935.4161196421323,44.93051802517338,28.333333333333332
LSTM,bop,29,12,16,0.3,0.0005,60,8,val_loss,10,42,21,33,825.5804721966584,35,54,33,958.6634976863658,17,87,33,933.2349825931572,15,905.8263174920604,57.684192579605835,22.333333333333332
LSTM,bop,30,12,16,0.3,0.0005,60,16,val_loss,10,42,21,33,1152.517028898132,47,54,33,1620.2746801994986,12,87,33,956.5006656243553,50,1243.097458240662,278.45118811167896,36.333333333333336
LSTM,bop,31,12,16,0.3,0.001,60,8,val_loss,10,42,21,33,699.7245172863553,47,54,33,748.5313796801253,20,87,33,919.2250291726598,17,789.1603087130467,94.10331586562737,28.0
LSTM,bop,32,12,16,0.3,0.001,60,16,val_loss,10,42,21,33,838.6745305882552,41,54,33,693.9060940847006,18,87,33,953.1875060883635,19,828.5893769204398,106.0911413079367,26.0
LSTM,bop,33,12,32,0.1,0.0005,60,8,val_loss,10,42,21,33,651.8490076175615,25,54,33,962.1667316356459,14,87,33,946.1484065954078,16,853.3880486162051,142.65958425394672,18.333333333333332
LSTM,bop,34,12,32,0.1,0.0005,60,16,val_loss,10,42,21,33,304.27908981301493,17,54,33,954.974027779657,15,87,33,891.347830372206,19,716.8669826549593,292.8977640052923,17.0
LSTM,bop,35,12,32,0.1,0.001,60,8,val_loss,10,42,21,33,620.0119830011948,26,54,33,1022.1742795009084,12,87,33,920.1593086928602,16,854.115190398321,170.69465399255708,18.0
LSTM,bop,36,12,32,0.1,0.001,60,16,val_loss,10,42,21,33,640.9275851589312,18,54,33,853.5655690464674,18,87,33,879.1195106989843,16,791.2042216347944,106.7725045329839,17.333333333333332
LSTM,bop,37,12,32,0.3,0.0005,60,8,val_loss,10,42,21,33,645.6051432703243,19,54,33,1031.4215895580855,17,87,33,935.5112595787357,14,870.8459974690486,164.01174683401013,16.666666666666668
LSTM,bop,38,12,32,0.3,0.0005,60,16,val_loss,10,42,21,33,623.1233846693405,28,54,33,941.1252882115896,17,87,33,898.1737539283139,27,820.8074756030813,140.87928267502997,24.0
LSTM,bop,39,12,32,0.3,0.001,60,8,val_loss,10,42,21,33,441.50305644217667,17,54,33,1119.186641182475,16,87,33,874.4718856857318,13,811.7205277701278,280.19881030773416,15.333333333333334
LSTM,bop,40,12,32,0.3,0.001,60,16,val_loss,10,42,21,33,376.3803400021851,17,54,33,1257.4169151451604,14,87,33,880.2723118601073,20,838.0231890024843,360.9202155339365,17.0
LSTM,bop,41,12,64,0.1,0.0005,60,8,val_loss,10,42,21,33,578.0769973370119,18,54,33,1002.4974792591171,11,87,33,878.5850091424301,12,819.7198285795197,178.19842588301395,13.666666666666666
LSTM,bop,42,12,64,0.1,0.0005,60,16,val_loss,10,42,21,33,597.6833172168188,17,54,33,1027.3029751486868,14,87,33,897.9653224195833,17,840.9838715950297,179.96004542476845,16.0
LSTM,bop,43,12,64,0.1,0.001,60,8,val_loss,10,42,21,33,319.8948062054785,13,54,33,918.4200758390974,11,87,33,869.5998893619344,13,702.6382571355034,271.3733769480523,12.333333333333334
LSTM,bop,44,12,64,0.1,0.001,60,16,val_loss,10,42,21,33,412.3960194640656,24,54,33,1139.8816980311037,11,87,33,863.7889992533119,15,805.3555722494938,299.85518968728206,16.666666666666668
LSTM,bop,45,12,64,0.3,0.0005,60,8,val_loss,10,42,21,33,534.2480965453041,17,54,33,941.8918597300928,11,87,33,868.0424531931699,14,781.3941364895222,177.34017688526527,14.0
LSTM,bop,46,12,64,0.3,0.0005,60,16,val_loss,10,42,21,33,669.0115141697951,20,54,33,860.6897136888782,13,87,33,871.5786294608918,20,800.4266191065217,93.03078155757785,17.666666666666668
LSTM,bop,47,12,64,0.3,0.001,60,8,val_loss,10,42,21,33,604.7301436933351,23,54,33,965.1841348490768,30,87,33,919.9383362649679,13,829.9508716024599,160.3227531831035,22.0
LSTM,bop,48,12,64,0.3,0.001,60,16,val_loss,10,42,21,33,428.568190504781,29,54,33,867.5015516309174,17,87,33,897.216299141229,17,731.0953470923092,214.26269220997773,21.0
