date,horizon,ARIMA,BVAR,BoPIdentity,LSTM,LocalLevelSV,MS-VAR,MS-VECM,Naive,VECM,XGB-Quantile,XGBoost,varset,split_label,train_end,valid_end
2023-09-01,3,1.709419213712284e-12,1.3403009714786426e-11,6.102003014814624e-10,1.3182273887085642e-12,3.695828958457747e-12,0.00024843098669296844,0.9997515676346823,3.8378693825538333e-10,2.8893746097010414e-12,3.599175091436164e-10,1.7040943524950073e-12,parsimonious,baseline,2019-12-01,2022-12-01
2023-10-01,3,1.3182327804724655e-12,5.289181422239504e-12,6.388970244116802e-11,1.3182327804724655e-12,1.4861048841793399e-12,0.00019820535203651533,0.9998017942977138,1.538659292867576e-10,1.3182327804724655e-12,1.2044571492884168e-10,1.3182327804724655e-12,parsimonious,baseline,2019-12-01,2022-12-01
2023-11-01,3,1.3182379035396856e-12,1.9363840626518395e-12,6.326218899428792e-12,1.3182379035396856e-12,1.3182379035396856e-12,0.00015177414824612805,0.9998482257324484,5.706514478248053e-11,1.3182379035396856e-12,4.738649422589618e-11,1.3182379035396856e-12,parsimonious,baseline,2019-12-01,2022-12-01
2023-12-01,3,1.3182423853621895e-12,1.3182423853621895e-12,1.3182423853621895e-12,1.3182423853621895e-12,1.3182423853621895e-12,0.00011238169736844915,0.9998876182577302,1.985153177252026e-11,1.3182423853621895e-12,1.582204182354869e-11,1.3182423853621895e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-01-01,3,1.938489758268377e-12,1.3182243993925133e-12,1.3182243993925133e-12,1.3182243993925133e-12,1.3182243993925133e-12,0.0002768119878395911,0.999723187976649,1.652514130577414e-11,1.3182243993925133e-12,9.120542415982646e-12,1.3359075970815415e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-02-01,3,4.957232824022053e-12,1.8976290498460028e-12,1.3181653557114656e-12,1.883000416719763e-12,2.0120701437587385e-12,0.0008910962341368071,0.9991089037150633,2.3463182258652564e-11,2.0902802534609528e-12,1.0781984688908486e-11,2.3962515977262236e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-03-01,3,2.8362023921720956e-12,1.3181550047164547e-12,1.3181550047164547e-12,1.3181550047164547e-12,1.3181550047164547e-12,0.0010067602760055392,0.9989932397025737,7.469557471939887e-12,1.3181550047164547e-12,3.2060618575261586e-12,1.3181550047164547e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-04-01,3,1.3195945672206839e-12,1.3180990361475666e-12,1.3180990361475666e-12,1.3180990361475666e-12,1.3180990361475666e-12,0.0016623961530423913,0.9983376038350091,1.4023554514726368e-12,1.3180990361475666e-12,1.3180990361475666e-12,1.3180990361475666e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-05-01,3,3.875685297375926e-12,3.5229621710905423e-12,1.3179430231714208e-12,1.3179430231714208e-12,3.349290077648473e-12,0.003693046683110879,0.9963069532915924,3.809227102529998e-12,3.4989336310055667e-12,2.7353361600059827e-12,1.8694206577605405e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-06-01,3,5.703506970202027e-12,4.55367755202887e-12,1.31782432846481e-12,1.31782432846481e-12,4.000742044976316e-12,0.005390581684887506,0.9946094182851385,4.874724722754565e-12,4.333964748916987e-12,2.407015277470299e-12,1.4646639937200196e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-07-01,3,1.3091533113756705e-11,8.654218302261665e-12,1.3173768734771762e-12,1.3173768734771762e-12,6.858624675909091e-12,0.012672339703194516,0.9873276602428697,8.829177911501078e-12,8.313618637627079e-12,3.431968701391619e-12,2.122084124242766e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-08-01,3,1.038960213789565e-11,5.239095595011514e-12,1.3169654505741726e-12,1.3169654505741726e-12,3.921520218808598e-12,0.020375131903090586,0.9796248680595652,5.328401896995579e-12,5.385969117348599e-12,2.5455535093932645e-12,1.9002695868860196e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-09-01,3,5.433137086673232e-12,2.219725138100152e-12,1.316616685296059e-12,1.316616685296059e-12,1.5279492131881173e-12,0.027569116730300606,0.9724308832498777,2.127124902283853e-12,2.7045611834664995e-12,1.7000302846482417e-12,1.475812234232802e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-10-01,3,2.7282698375917015e-12,1.3159260647562934e-12,1.3159260647562934e-12,1.3159260647562934e-12,1.3159260647562934e-12,0.04351047160304535,0.956489528383661,1.3159260647562934e-12,1.353909685802133e-12,1.3159260647562934e-12,1.3159260647562934e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-11-01,3,5.1303996836931834e-12,1.616919690185127e-12,1.314520241062245e-12,1.314520241062245e-12,1.4822944747076556e-12,0.08300509540109573,0.916994904572129,1.387215901669247e-12,2.8094199227700167e-12,5.751906343373931e-12,5.967959583165708e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-12-01,3,1.3139046534491294e-12,1.3139046534491294e-12,1.3139046534491294e-12,1.3139046534491294e-12,1.3139046534491294e-12,0.1035700287836756,0.8964299711987743,1.3139046534491294e-12,1.3139046534491294e-12,4.0647409611252004e-12,4.28786588139683e-12,parsimonious,baseline,2019-12-01,2022-12-01
2025-01-01,3,1.3125088332979596e-12,1.3125088332979596e-12,1.3125088332979596e-12,1.3125088332979596e-12,1.3125088332979596e-12,0.1594998373881322,0.8405001625971193,1.3125088332979596e-12,1.3125088332979596e-12,2.471481386811016e-12,3.089413973915246e-12,parsimonious,baseline,2019-12-01,2022-12-01
2025-02-01,3,1.3130965224694509e-12,1.3130965224694509e-12,1.3130965224694509e-12,1.3130965224694509e-12,1.3130965224694509e-12,0.13417186090353192,0.8658281390827506,1.3130965224694509e-12,1.3130965224694509e-12,1.9815267590481213e-12,2.544434610977315e-12,parsimonious,baseline,2019-12-01,2022-12-01
2025-03-01,3,1.3140294664980837e-12,1.3140294664980837e-12,1.3140294664980837e-12,1.3140294664980837e-12,1.3140294664980837e-12,0.09922197137177605,0.9007780286154345,1.3140294664980837e-12,1.3140294664980837e-12,1.5801521633930668e-12,2.010997489153262e-12,parsimonious,baseline,2019-12-01,2022-12-01
2025-04-01,3,1.3124350914315834e-12,1.3124350914315834e-12,1.3124350914315834e-12,1.3124350914315834e-12,1.3124350914315834e-12,0.16289135461406587,0.8371086453734983,1.3124350914315834e-12,1.3124350914315834e-12,1.599156466827333e-12,1.6499482675713158e-12,parsimonious,baseline,2019-12-01,2022-12-01
2025-05-01,3,1.7165263120204813e-12,1.5552684870027288e-12,1.3122724041580713e-12,1.4662206703429412e-12,1.5917586210798235e-12,0.17055987460211908,0.8294401253845002,1.54689505895385e-12,1.4543523939735976e-12,1.3122724041580713e-12,1.4251952098967395e-12,parsimonious,baseline,2019-12-01,2022-12-01
2025-06-01,3,2.0707275217402446e-12,1.65356592869394e-12,1.3121285165483943e-12,1.5218348259688643e-12,1.7616897994582371e-12,0.17756723998498689,0.8224327600008753,1.7034527581534292e-12,1.4900309318541787e-12,1.3121285165483943e-12,1.3121285165483943e-12,parsimonious,baseline,2019-12-01,2022-12-01
2025-07-01,3,3.2853711184750026e-12,2.305553764685662e-12,1.312230642884023e-12,1.8278910237272748e-12,2.539786417404691e-12,0.1725712800838504,0.827428719897119,2.5236449578957265e-12,2.0586881821591054e-12,1.5909728949560193e-12,1.5864143772473924e-12,parsimonious,baseline,2019-12-01,2022-12-01
2025-08-01,3,3.676546833766799e-12,2.2484451041864073e-12,1.3122285906937245e-12,1.6860034416377552e-12,2.5256641104841882e-12,0.1726705875983305,0.8273294123827972,2.5822042052189346e-12,2.0027794984142324e-12,1.385685840464303e-12,1.4528154037248608e-12,parsimonious,baseline,2019-12-01,2022-12-01
2025-09-01,3,3.968484414568187e-12,2.1023668703263943e-12,1.3122857150343453e-12,1.5098496188149032e-12,2.4037671843028504e-12,0.1699225259202525,0.8300774740613678,2.5336632856431562e-12,1.8927385778171884e-12,1.3122857150343453e-12,1.3443581364287355e-12,parsimonious,baseline,2019-12-01,2022-12-01
2025-10-01,3,3.652656686161501e-12,1.6678506689828416e-12,1.3120723567226239e-12,1.3120723567226239e-12,1.9376894280826736e-12,0.18036256734107023,0.8196374326427925,2.1029640783099342e-12,1.5276221477332706e-12,1.3120723567226239e-12,1.3120723567226239e-12,parsimonious,baseline,2019-12-01,2022-12-01
2025-11-01,3,3.2274275769197722e-12,1.3118965103718173e-12,1.3118965103718173e-12,1.3118965103718173e-12,1.4939235083715207e-12,0.1893470665110341,0.8106529334746972,1.6759322295231433e-12,1.3118965103718173e-12,1.3118965103718173e-12,1.3118965103718173e-12,parsimonious,baseline,2019-12-01,2022-12-01
2025-12-01,3,3.1308581180924142e-12,1.311916487235033e-12,1.311916487235033e-12,1.311916487235033e-12,1.311916487235033e-12,0.18830810339400847,0.8116918965922041,1.4731201668172632e-12,1.311916487235033e-12,1.311916487235033e-12,1.311916487235033e-12,parsimonious,baseline,2019-12-01,2022-12-01
2026-01-01,3,4.154851955481676e-12,1.6440157335694264e-12,1.3118471577889296e-12,1.6699507599236727e-12,1.6234029253121902e-12,0.1919346437244239,0.8080653562591308,1.7982937267165598e-12,1.6010739781719346e-12,1.3300833626147447e-12,1.3118471577889296e-12,parsimonious,baseline,2019-12-01,2022-12-01
2026-02-01,3,5.373277233356129e-12,2.145933008658153e-12,1.7162227578869043e-12,2.179444827692293e-12,2.119294501099489e-12,0.19417400458971273,0.8058259953888613,2.3452074939304225e-12,2.090434361146769e-12,1.7398400459755642e-12,1.7162227578869043e-12,parsimonious,baseline,2019-12-01,2022-12-01
2026-03-01,3,6.930942162553522e-12,2.7935433638730202e-12,2.239150778401518e-12,2.836728940103353e-12,2.759210391083401e-12,0.19641045211376168,0.8035895478583978,3.0502460913100674e-12,2.7220092005012234e-12,2.269653961273547e-12,2.239150778401518e-12,parsimonious,baseline,2019-12-01,2022-12-01
2020-07-01,6,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,parsimonious,baseline,2019-12-01,2022-12-01
2020-08-01,6,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,parsimonious,baseline,2019-12-01,2022-12-01
2020-09-01,6,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,parsimonious,baseline,2019-12-01,2022-12-01
2020-10-01,6,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,parsimonious,baseline,2019-12-01,2022-12-01
2020-11-01,6,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,parsimonious,baseline,2019-12-01,2022-12-01
2020-12-01,6,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,parsimonious,baseline,2019-12-01,2022-12-01
2021-01-01,6,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,parsimonious,baseline,2019-12-01,2022-12-01
2021-02-01,6,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,parsimonious,baseline,2019-12-01,2022-12-01
2021-03-01,6,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,parsimonious,baseline,2019-12-01,2022-12-01
2021-04-01,6,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,parsimonious,baseline,2019-12-01,2022-12-01
2021-05-01,6,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,parsimonious,baseline,2019-12-01,2022-12-01
2021-06-01,6,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,parsimonious,baseline,2019-12-01,2022-12-01
2021-07-01,6,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,parsimonious,baseline,2019-12-01,2022-12-01
2021-08-01,6,0.11232637698373124,0.10309603106450277,0.22124727458564755,0.0014239784868035983,0.09339180218337066,0.14665466225792176,0.02402589807447148,0.12895202892687352,0.08509197258777798,0.02656810573824517,0.05722186911065423,parsimonious,baseline,2019-12-01,2022-12-01
2021-09-01,6,0.1100294604252049,0.0767691449630131,0.11700518621650109,0.00010489570820193018,0.06570268467422737,0.31993079258015245,0.0306464412097654,0.11370384170899851,0.05599029982040097,0.038309600094066636,0.07180765259946773,parsimonious,baseline,2019-12-01,2022-12-01
2021-10-01,6,0.055088004656921055,0.018971981576447073,0.044298318962764184,1.5368068880617123e-06,0.01541248508939236,0.739987061732183,0.02603427913608853,0.03971789228532896,0.012075906779567663,0.04326371384297593,0.005148819131443326,parsimonious,baseline,2019-12-01,2022-12-01
2021-11-01,6,0.123988119621855,0.017825046550039414,0.20117564416109018,7.515105474320184e-08,0.013028679431463757,0.3874019166470769,0.030296285510199618,0.055904592229042344,0.009206056007201535,0.1587040569759323,0.0024695277150441237,parsimonious,baseline,2019-12-01,2022-12-01
2021-12-01,6,0.01211757975291203,0.0006521567468959761,0.7652390839339356,3.296472290076802e-10,0.00038999012369190074,0.08872048853383332,0.0013752893970149717,0.0031801767119561436,0.00023421335417647666,0.12782387068049528,0.0002671504354411657,parsimonious,baseline,2019-12-01,2022-12-01
2022-01-01,6,0.012298725681081485,0.0003416325310202597,0.5028122837359196,4.845892938243532e-11,0.00020022524310838697,0.1806428862008563,0.0024745423274735077,0.002215784990238972,0.00010785324087518995,0.2983993317233168,0.0005067342776506802,parsimonious,baseline,2019-12-01,2022-12-01
2022-02-01,6,0.0016574803861178025,1.9851728412150594e-05,0.3735275541271384,1.7857930437381078e-12,1.0556215993777123e-05,0.34752828188891693,0.002840379838656535,0.0001859339200409987,4.838037583363692e-06,0.27422325229706224,1.8715582921032545e-06,parsimonious,baseline,2019-12-01,2022-12-01
2022-03-01,6,0.0003511023496716665,1.1543755241158341e-06,0.33112812467011865,1.3039319835457124e-12,4.779121602975793e-07,0.431778027745241,0.004103929717008865,1.3597697602023953e-05,1.818926577126733e-07,0.23262339528583473,8.352877005583493e-09,parsimonious,baseline,2019-12-01,2022-12-01
2022-04-01,6,1.4287543708934479e-05,1.6253131118449946e-08,0.4063334344752521,1.3047003165884053e-12,6.5677544901817425e-09,0.4324794562614263,0.0022435544446448735,3.23475472549101e-07,1.947616965420496e-09,0.15892891902519413,4.493752227105742e-12,parsimonious,baseline,2019-12-01,2022-12-01
2022-05-01,6,2.964259160987977e-07,9.81637002997715e-11,0.32224473858994884,1.307973012275863e-12,3.973586687409351e-11,0.6396906934552403,0.0028432385768402567,3.344063014915211e-09,8.726468137505355e-12,0.03522102945874949,1.307973012275863e-12,parsimonious,baseline,2019-12-01,2022-12-01
2022-06-01,6,8.369623013942833e-09,1.309408510673882e-12,0.2751982141995493,1.309408510673882e-12,1.309408510673882e-12,0.7086392058253324,0.004899443500140332,4.7330100329767945e-11,1.309408510673882e-12,0.011263128051478012,1.309408510673882e-12,parsimonious,baseline,2019-12-01,2022-12-01
2022-07-01,6,1.655355958875387e-09,1.310523559836874e-12,0.14421954228625394,1.310523559836874e-12,1.310523559836874e-12,0.8140482412671681,0.03790155679072453,4.9918487688333416e-12,1.310523559836874e-12,0.0038306579889530014,1.310523559836874e-12,parsimonious,baseline,2019-12-01,2022-12-01
2022-08-01,6,1.97065015053382e-09,1.6889835031475817e-12,0.0013123133062520292,1.334530908269229e-12,1.5248698928024132e-12,0.9511512259598891,0.04506276266445007,6.249846593359483e-12,1.3155151336999743e-12,0.002473696085329344,1.3155151336999743e-12,parsimonious,baseline,2019-12-01,2022-12-01
2022-09-01,6,2.1098006803794704e-09,1.961225837771021e-12,3.8878403858643924e-05,1.4023135752278173e-12,1.5796756910065104e-12,0.9482802909025692,0.05024717833200785,7.022709700056e-12,1.3155169035868145e-12,0.0014336502371667407,1.3155169035868145e-12,parsimonious,baseline,2019-12-01,2022-12-01
2022-10-01,6,6.995633954352439e-09,7.215079528987582e-11,4.343247576009381e-05,1.0729989505873582e-11,5.223804863490121e-11,0.09049674921622955,0.8940571625046303,2.515545877184655e-10,3.473863942048318e-11,0.015402648347353526,3.898059250368816e-11,parsimonious,baseline,2019-12-01,2022-12-01
2022-11-01,6,3.196568562946143e-10,9.297329688458359e-11,3.291093548685879e-06,3.761682173217845e-12,6.087342348831777e-11,0.04604744807847824,0.9447558111255638,3.1849680578455705e-10,3.19052194320285e-11,0.009193448835401274,3.934067194890508e-11,parsimonious,baseline,2019-12-01,2022-12-01
2022-12-01,6,1.8506154886978015e-11,1.1420509746048306e-10,1.3583996324915094e-06,1.3285086162092862e-12,7.095857238854914e-11,0.035201967550654634,0.9586727810802615,3.933450261387118e-10,3.108805398180117e-11,0.006123892302354073,3.766591850734283e-11,parsimonious,baseline,2019-12-01,2022-12-01
2023-01-01,6,2.1990455629260783e-12,1.4348004214975905e-10,5.422223984576443e-07,1.3161096660516936e-12,8.5968669049447e-11,0.029015237786753845,0.9654485203813717,4.950460208146835e-10,3.308824037414493e-11,0.005535698809104029,3.927395951829219e-11,parsimonious,baseline,2019-12-01,2022-12-01
