date,d_gross_reserves_usd_m,d_exports_usd_m,d_imports_usd_m,d_remittances_usd_m,d_usd_lkr,ect_lag1,split,regime_init_high_vol,regime_threshold
2020-11-01,-300.46833828965464,-70.61942638334153,20.920123604740866,-19.042758245131154,0.4327000000000112,-1349.2597901651243,validation,0,622.3001610473664
2020-12-01,108.98996653814083,180.79489971402177,142.94652230022552,201.06694691679297,1.8234999999999957,-476.41318162009367,validation,0,622.3001610473664
2021-01-01,-822.4025649789919,-27.788562787967976,64.9431637315356,-137.3988009558119,0.36709999999999354,-3490.32334460472,validation,0,622.3001610473664
2021-02-01,-258.86958034823874,15.062292563007645,-67.98622445866863,-95.65683544949354,7.009999999999991,-3401.066392418546,validation,0,622.3001610473664
2021-03-01,-527.7934240235254,142.04927803989847,402.32786493688764,32.357256069170944,5.030000000000001,-3457.896506705643,validation,0,622.3001610473664
2021-04-01,415.5384722242534,-275.5895918790584,-218.95982535792018,-93.28501232245515,0.5,-5619.69492225407,validation,0,622.3001610473664
2021-05-01,-437.90725431416104,73.51895991121148,-99.53795807787924,-58.64026305750389,-0.03999999999999204,-956.6412182208783,validation,0,622.3001610473664
2021-06-01,27.214690186192456,115.31148118082922,51.7702946860411,18.33450720576991,1.6399999999999864,-2463.919473626662,validation,0,622.3001610473664
2021-07-01,-1254.1617414865036,96.91872808617745,50.89139283842587,-25.185391041637104,-1.2399999999999807,-4138.407968603146,validation,0,622.3001610473664
2021-08-01,737.624819331953,-2.898554742782153,-23.428237664577637,-6.645632572789225,10.099999999999994,-6783.039427609925,validation,1,622.3001610473664
2021-09-01,-839.3216869378093,-66.57735001535139,-160.6348465827807,-93.38983293465475,-10.009999999999991,-5673.907498040469,validation,1,622.3001610473664
2021-10-01,-434.97535251492945,157.87891477980816,168.24426813265973,-35.83998706667319,1.8799999999999955,-5741.299784986637,validation,1,622.3001610473664
2021-11-01,-680.8396159420552,19.13263287374025,70.35121822778433,-45.95364889298901,0.18000000000000682,-8228.55279955596,validation,1,622.3001610473664
2021-12-01,1550.8541298893667,-55.18373810618823,476.35159689634884,53.721799383710334,-1.6200000000000045,-8980.93242065726,validation,1,622.3001610473664
2022-01-01,-777.5812497257457,-53.68186714605736,-281.5961053302499,-65.93356435444758,0.7599999999999909,-6246.611563590288,validation,1,622.3001610473664
2022-02-01,-50.39474376182807,-9.265630129418923,-86.4343489903606,-54.297537364231545,-0.12999999999999545,-6311.781755979756,validation,1,622.3001610473664
