date,gross_reserves_usd_m,exports_usd_m,imports_usd_m,usd_lcy,m2_lcy_m,country,country_code,trade_balance_usd_m,m2_usd_m,reserve_change_usd_m,reserve_change_pct
2003-09-01,14511.95220624862,,,6.1257,,egypt,EGY,,,338.089766331339,2.3853044134193757
2003-10-01,14332.78227450712,,,6.135,,egypt,EGY,,,-179.16993174149866,-1.2346370026242948
2003-11-01,14305.42802164338,,,6.1304,,egypt,EGY,,,-27.35425286374084,-0.19085096208008023
2003-12-01,14603.576021374149,,,6.1532,,egypt,EGY,,,298.1479997307688,2.084159937610308
2004-01-01,14122.11580648251,,,6.1602,417117.674733,egypt,EGY,,67711.70980374014,-481.4602148916383,-3.2968651937509086
2004-02-01,14036.87920246246,,,6.1665,419762.200689,egypt,EGY,,68071.38582486013,-85.23660402005044,-0.6035682272264364
2004-03-01,14206.47848609971,,,6.168,420994.283356,egypt,EGY,,68254.58549870299,169.59928363724975,1.2082406722393024
2004-04-01,14099.457685877189,,,6.1937,423793.999404,egypt,EGY,,68423.39787267707,-107.02080022252085,-0.7533239171638173
2004-05-01,14209.330098431241,,,6.1936,433067.994972,egypt,EGY,,69921.85400607079,109.87241255405206,0.779266940629264
2004-06-01,14538.23603943315,,,6.1899,436041.612979,egypt,EGY,,70444.04804261783,328.905941001909,2.31471813747377
2004-07-01,14167.732584615731,,,6.1971,442189.6165,egypt,EGY,,71354.28127672621,-370.50345481741897,-2.548475989882637
2004-08-01,14441.3846057429,,,6.2105,447995.072215,egypt,EGY,,72135.10542065857,273.65202112716906,1.9315159958928074
2004-09-01,14537.282723961469,,,6.229,451770.643314,egypt,EGY,,72526.99362883288,95.89811821856892,0.664050718380782
2004-10-01,14660.01071760709,,,6.2331,459246.677562,egypt,EGY,,73678.69560283005,122.72799364562161,0.8442292550541852
2004-11-01,14921.17623889082,,,6.225,465323.215399,egypt,EGY,,74750.7173331727,261.1655212837286,1.7814824717014899
2004-12-01,15338.51471689575,,,6.1314,469181.371315,egypt,EGY,,76521.0834907199,417.33847800493095,2.7969542837861017
2005-01-01,16438.13960339488,,,5.8105,470348.974138,egypt,EGY,,80948.10672713192,1099.6248864991303,7.169044114081435
2005-02-01,17228.13283450944,,,5.7853,474889.062067,egypt,EGY,,82085.46869946244,789.9932311145603,4.805855468896292
2005-03-01,17915.6867997892,,,5.7881,479990.715498,egypt,EGY,,82927.16357664864,687.5539652797597,3.9908791735255855
2005-04-01,18372.98679589286,,,5.786,485128.6361,egypt,EGY,,83845.25338748704,457.2999961036585,2.5525116687630467
2005-05-01,18529.04832549866,,,5.7883,490942.947795,egypt,EGY,,84816.4310410656,156.0615296058022,0.8494075097288389
2005-06-01,19105.81742379484,,,5.7789,494859.17669,egypt,EGY,,85632.07127481008,576.7690982961794,3.1127831724766075
2005-07-01,19988.66395341021,,,5.7641,506725.395044,egypt,EGY,,87910.58361999271,882.84652961537,4.620825741356938
2005-08-01,20429.356748577,,,5.7621,513588.2506,egypt,EGY,,89132.1307509415,440.69279516678944,2.204713612645448
2005-09-01,20942.938382571,,,5.7517,516015.74956,egypt,EGY,,89715.34495192727,513.5816339939993,2.513939329145898
2005-10-01,21054.60509442044,,,5.7516,517562.510587,egypt,EGY,,89985.83187060992,111.66671184944062,0.5331950551044518
2005-11-01,21126.14011107303,,,5.7523,519677.224387,egypt,EGY,,90342.51071519218,71.53501665258955,0.33975947937179285
2005-12-01,21856.78492855556,,,5.7322,523087.281585,egypt,EGY,,91254.19238425037,730.6448174825309,3.4584870385270694
2006-01-01,22266.41852876794,,,5.7249,529594.028903,egypt,EGY,,92507.12307690966,409.63360021237895,1.8741713456547737
2006-02-01,22466.848297061322,,,5.7277,535196.573568,egypt,EGY,,93440.04985735986,200.42976829338295,0.9001437210678143
2006-03-01,22695.70812523686,,,5.7366,535534.395003,egypt,EGY,,93353.97186539066,228.85982817553668,1.0186556883702735
2006-04-01,23096.620487256932,,,5.744,546908.399197,egypt,EGY,,95213.85779892061,400.9123620200735,1.7664677383397942
2006-05-01,23193.4745402749,,,5.7572,552121.347868,egypt,EGY,,95901.01922253874,96.85405301796709,0.41934296435881535
2006-06-01,22840.71361322201,,,5.7523,561395.717228,egypt,EGY,,97594.99977887108,-352.7609270528883,-1.5209490343515708
2006-07-01,22991.357938531317,,,5.7376,567264.510542,egypt,EGY,,98867.90827907139,150.6443253093057,0.6595429891564475
2006-08-01,23847.16098365987,,,5.7342,575576.332031,egypt,EGY,,100376.04757961007,855.8030451285522,3.7222814216393285
2006-09-01,23922.48128422929,,,5.7318,583231.684733,egypt,EGY,,101753.6698302453,75.32030056941949,0.3158459852769413
2006-10-01,24260.709977819803,,,5.7257,589808.963242,egypt,EGY,,103010.80448539043,338.228693590514,1.4138528924818816
2006-11-01,24878.45052230094,,,5.7123,588200.656359,egypt,EGY,,102970.89724961924,617.7405444811375,2.5462591368756504
2006-12-01,26006.8450681543,,,5.7036,601561.424441,egypt,EGY,,105470.47907304158,1128.39454585336,4.535630323286699
2007-01-01,26080.142108107,,,5.6917,596954.420273,egypt,EGY,,104881.56794507793,73.29703995270029,0.28183749224719445
2007-02-01,26251.81100944906,,,5.6901,604938.186272,egypt,EGY,,106314.1572682378,171.66890134205823,0.6582360657026332
2007-03-01,26392.554486199748,,,5.6925,610707.677328,egypt,EGY,,107282.8594339921,140.7434767506893,0.5361286377538965
2007-04-01,27200.78216701016,,,5.6733,620239.125074,egypt,EGY,,109325.98753353427,808.2276808104107,3.0623321483830512
