date,const,gross_reserves_usd_m_lag1,trade_balance_usd_m_lag1,usd_lkr_lag1
2011-07-01,275.3050077587609,75.88640738043215,-0.2787995061580495,-7.712286173721834
2011-08-01,275.32628822495514,76.38134522600477,-0.2812176412768863,-7.910768376366528
2011-09-01,275.3163877469608,76.87220417441405,-0.28095205040376836,-8.084867966792695
2011-10-01,275.32755323589976,77.36384497069837,-0.27659170217722995,-8.237724006077716
2011-11-01,275.32315685943956,77.85203443289124,-0.27979189552389927,-8.373029850840833
2011-12-01,275.32942362000483,78.36254731921159,-0.2771940019920748,-8.46634339917809
2012-01-01,275.3369965485984,78.84973984487583,-0.27898259463422737,-8.527291927350584
2012-02-01,275.33612252855056,79.33624178630089,-0.2742155416295266,-8.57678512311752
2012-03-01,275.33376839295545,79.82865740646935,-0.27726295235643117,-8.593125465806994
2012-04-01,275.33127039888325,80.32413997589708,-0.2790082838638667,-8.560060660554177
2012-05-01,275.3270715723103,80.80757285620815,-0.28435695470775485,-8.532118931976827
2012-06-01,275.32256168265553,81.28823316388397,-0.2830963367313229,-8.500690960296321
2012-07-01,275.331219342499,81.78481496450067,-0.2790970167565457,-8.443429881201208
2012-08-01,275.3351015159827,82.27748020238742,-0.2804266941154954,-8.393157872368604
2012-09-01,275.3350326001383,82.78021645301723,-0.2819330959271905,-8.321044669264646
2012-10-01,275.34895381914214,83.2700220229183,-0.2784901683538294,-8.228435461125057
2012-11-01,275.3435833849626,83.76054673922263,-0.27674559782871855,-8.128203518179454
2012-12-01,275.35014964917224,84.2542355746231,-0.2786354994862895,-7.963624725223108
2013-01-01,275.3413731088414,84.75390075086624,-0.27890445784858753,-7.814093608660029
2013-02-01,275.3488961310987,85.24614798263369,-0.27335635318806634,-7.639415650686571
2013-03-01,275.3433002234524,85.74277640534959,-0.27076934817965326,-7.447101985097518
2013-04-01,275.3529610477648,86.23151118526583,-0.2685906486396191,-7.244456580283549
2013-05-01,275.3591224880903,86.72255542536857,-0.2737128855965371,-7.021060107562756
2013-06-01,275.3512803093207,87.19539299602548,-0.27176438164747896,-6.777551463535473
2013-07-01,275.35217110538673,87.70281435377129,-0.26735140580441324,-6.519997322526796
2013-08-01,275.3483304491082,88.20234791752476,-0.26741779522452663,-6.2536400683202835
2013-09-01,275.3538715299014,88.6881521415283,-0.2659283566733044,-5.997805589545339
2013-10-01,275.36110028089064,89.18709198979572,-0.2675804495780512,-5.73827842352786
2013-11-01,275.3544686856396,89.67609833464492,-0.25976836356299055,-5.482588498728939
2013-12-01,275.3598359703092,90.16700653459998,-0.26095751063394457,-5.203808965094477
2014-01-01,275.35679374722724,90.6694826873553,-0.2522773679771656,-4.970496421937282
2014-02-01,275.36131439924577,91.16227867098347,-0.2582447412221658,-4.721296643171893
2014-03-01,275.36975552868734,91.63914114660734,-0.25923150616396406,-4.429017954424946
2014-04-01,275.36641881736136,92.14334504505123,-0.2530440097293642,-4.117941325286732
2014-05-01,275.3720038383723,92.6331685894554,-0.2597418960625205,-3.856845801502534
2014-06-01,275.36656154016816,93.12850216319853,-0.25948651952873253,-3.5333365817078963
2014-07-01,275.35890264611714,93.61693982932636,-0.24788266485072108,-3.252738242939996
2014-08-01,275.3718176134514,94.10803698190846,-0.24947569802055314,-2.9526222530356905
2014-09-01,275.3844977319465,94.59272049613651,-0.24638980260604257,-2.6192376322572044
2014-10-01,275.37331824474114,95.08490626514256,-0.2431923941828444,-2.2581555716122392
2014-11-01,275.3884986512047,95.57957641143896,-0.24392184033496025,-1.9026147911934623
2014-12-01,275.37240788077577,96.06811302692155,-0.24187709807930632,-1.5113788573827158
2015-01-01,275.38374666270414,96.55960892722992,-0.2347928115048294,-1.1418938556179798
2015-02-01,275.37502332411805,97.05832184868821,-0.2371821244460433,-0.6971117664411896
2015-03-01,275.3756302239133,97.5413989994977,-0.2382303567089952,-0.3388626159403516
2015-04-01,275.372610435798,98.04039856623905,-0.2370751621508761,0.07421540859282957
2015-05-01,275.3877859680461,98.53685639308077,-0.22932185378101544,0.36353254173093136
2015-06-01,275.38407748907423,99.02519720688207,-0.2292596266995466,0.8021883681644978
2015-07-01,275.38873893182966,99.50073959813994,-0.22524328215255768,1.1224475390422963
2015-08-01,275.39697004574833,100.00524984178513,-0.22095166371832375,1.5668795628449652
2015-09-01,275.3850636678116,100.49229217743303,-0.22515566715556343,1.9729614125909634
2015-10-01,275.3900718726941,100.97900747917657,-0.2227392809198998,2.352195253951505
2015-11-01,275.3949357163208,101.46908678491441,-0.22062893425928823,2.7842380914717224
2015-12-01,275.39361803168106,101.96713754608732,-0.2167631037475047,3.0820404323349324
2016-01-01,275.39443671699246,102.46055276990897,-0.2173690604607745,3.462812376822129
2016-02-01,275.41053579503733,102.94797436455032,-0.218969195776885,3.97323446855243
2016-03-01,275.3938636460136,103.43297129448545,-0.2154467139472296,4.308790667574261
2016-04-01,275.3997730464687,103.93183293252818,-0.21487364235896037,4.715657286383161
2016-05-01,275.40575091076545,104.42190888479719,-0.21450693014912464,5.096389716342626
2016-06-01,275.4000153576212,104.90437217080552,-0.21095178800665226,5.5431083708324635
2016-07-01,275.4028029898163,105.40237544769549,-0.2148608752180362,5.974096638863148
2016-08-01,275.40971970099315,105.88707131860171,-0.21163042522112643,6.082899499239214
2016-09-01,275.40298208456346,106.38961950450445,-0.20763602993701313,6.39003797368123
2016-10-01,275.40098031164246,106.87394133733383,-0.20173941987856847,6.736857293128736
2016-11-01,275.4271101426112,107.36472771718616,-0.19965514860476294,7.123783111791047
2016-12-01,275.40107003405114,107.85066097315132,-0.1974846841219779,7.541675251921031
2017-01-01,275.4225973361282,108.3502253683744,-0.1974124240242439,7.811708157850056
2017-02-01,275.4107749856621,108.83067525569813,-0.20124466848913258,8.247757454652753
2017-03-01,275.41029811345624,109.3347816350712,-0.19640641046701487,8.48119258890989
2017-04-01,275.4175988316783,109.81483715606699,-0.2019628844977768,8.874721051325563
2017-05-01,275.413294361154,110.31310898796292,-0.19846800756148728,9.14226540943032
2017-06-01,275.4282197303778,110.813934036588,-0.19826633572809357,9.055750513204236
2017-07-01,275.42895593911084,111.31282998927874,-0.19928454822601405,9.19573695737434
2017-08-01,275.42286835016125,111.80766580312319,-0.1967802179352801,9.392850081719013
2017-09-01,275.42014581438906,112.29127458518649,-0.20309790661866647,9.439201471434567
2017-10-01,275.43068790366794,112.7885680633965,-0.19361004004092267,9.615678877880027
2017-11-01,275.42898438469706,113.27976963906822,-0.190479407480792,9.724867559035484
2017-12-01,275.4204366736675,113.77561136744525,-0.18699146182914103,9.900662010056372
2018-01-01,275.4175266765957,114.26215420626284,-0.1898369478823933,9.960771483219153
2018-02-01,275.42640260924884,114.74792732917376,-0.18130709241462398,10.135385654865722
2018-03-01,275.43338050921005,115.2446914921524,-0.18388186509026602,10.241969522711717
2018-04-01,275.426622715175,115.74882425204432,-0.18038639752507585,10.411042984367713
2018-05-01,275.44369998908496,116.242244113394,-0.1798767198959115,10.259130106901013
2018-06-01,275.43119894109,116.72962693203111,-0.17742150228096984,10.45004926280223
2018-07-01,275.4275484412024,117.21904381364617,-0.17709634184140632,10.465670332291698
2018-08-01,275.432389972616,117.7220198951257,-0.1753799279930031,10.574815908526688
2018-09-01,275.43807063532967,118.21172153113834,-0.17945376710625147,10.611250577239685
2018-10-01,275.44681866006107,118.69548195088304,-0.17251568202761705,10.81139082710956
2018-11-01,275.4465379050748,119.19279895065318,-0.17594959091887769,10.766944910421588
2018-12-01,275.44144751441877,119.6809259285897,-0.17419119964267377,10.902488815165936
2019-01-01,275.4510133197905,120.16909561956427,-0.1780711780092695,10.877927099529801
2019-02-01,275.4384694825322,120.65811630402382,-0.1795403827677552,10.948767262180402
2019-03-01,275.4501892805928,121.15803611628917,-0.18066507870022494,10.788620668002148
2019-04-01,275.4516615054341,121.6520496361686,-0.1814488909148429,10.350086773647345
2019-05-01,275.4543785403703,122.15902413924547,-0.18211414369265913,10.260641414156064
2019-06-01,275.45508633436503,122.64902917557909,-0.1832162422741242,10.17075872683613
2019-07-01,275.452942944612,123.15104297945133,-0.18035667859911247,9.522109932924172
2019-08-01,275.45157335043575,123.65393033740932,-0.17438713555032498,9.419841875658955
2019-09-01,275.4611911290784,124.13635344179025,-0.17205719467065056,9.067804901316292
2019-10-01,275.4722563210365,124.64285688266678,-0.1650210100811036,8.952400496221838
2019-11-01,275.4647472979757,125.1313095981272,-0.162452552174664,8.615503264177862
2019-12-01,275.46359279081656,125.6261973963997,-0.15776904579963794,8.274841901106655
2020-01-01,275.46833504394255,126.12322298193784,-0.15236930176653013,7.885505110739996
2020-02-01,275.4746598158264,126.62109775956436,-0.1459567764521765,7.48956153761734
2020-03-01,275.4612880539078,127.11543115639789,-0.1431352897370369,6.929483388523931
2020-04-01,275.4669789971236,127.604153477513,-0.13813652264392864,6.52912659540143
2020-05-01,275.4685021219227,128.09602085181086,-0.1358454427888035,6.267265118294426
2020-06-01,275.45941184860175,128.59700820729307,-0.13117322402581272,5.723709960827146
2020-07-01,275.45485784504467,129.09439971827408,-0.1268981823455431,4.950383823104919
2020-08-01,275.4721346331589,129.6001063381615,-0.11886948802680125,4.2414149758592945
2020-09-01,275.4798013385422,130.08788304088395,-0.1158276781395078,3.5311882452683747
2020-10-01,275.47155115590647,130.5822095683203,-0.11302878315173472,3.040346289869917
2020-11-01,275.464936588892,131.06548962349873,-0.09938414760792053,2.4597887077143548
2020-12-01,275.47475182740504,131.56714324349778,-0.09875608172877473,1.8291526606968929
2021-01-01,275.48675494459343,132.04633951693603,-0.089804682679749,0.9933278173231205
2021-02-01,275.4719306808835,132.53123342850546,-0.0799379210159221,0.6286843731328401
2021-03-01,275.48284855490334,133.01262695965323,-0.06186573903957117,-0.0009695638103555238
2021-04-01,275.4762049271004,133.49168761036626,-0.05273638454413449,-0.17727408219593183
2021-05-01,275.48764628428523,133.98676867538617,-0.032361061618259176,-1.0124326012628595
2021-06-01,275.4948167633257,134.45334457575987,-0.012242789884078065,-1.408630959539079
2021-07-01,275.49369681607203,134.92658594297907,0.010887130779273566,-1.9389204459221046
2021-08-01,275.49095810146923,135.39970345990787,0.031240723967466376,-1.1723061120121465
2021-09-01,275.48915373952366,135.8803332686289,0.06269086635023444,-2.17427647549341
2021-10-01,275.48792984785223,136.34343107743453,0.09760268399151939,-1.4935684544362144
2021-11-01,275.48075036289237,136.8011289774664,0.13974096713527034,-0.7081998653338185
2021-12-01,275.49776705076783,137.2637064709764,0.19179724107650772,1.458220059349339
2022-01-01,275.50463169227487,137.7379481524709,0.23370068022413187,-1.0433820986499314
2022-02-01,275.50445689064225,138.1847697688003,0.30131214167507686,0.22301036216788941
2022-03-01,275.49639394094913,138.6228861098626,0.37813385797875565,0.6361416276574616
2022-04-01,275.50426448864863,139.05621944424288,0.4731223889330776,3.484783295128579
2022-05-01,275.5091825081553,139.50278631257143,0.5891343235432345,6.181272223878434
2022-06-01,275.50499994192853,139.95147541616183,0.7138517831101745,6.650317527064389
2022-07-01,275.503305416069,140.40603887383122,0.8514633709932108,7.481933003319483
2022-08-01,275.4924170568386,140.8828782181915,0.9978079506995041,8.646366363099952
2022-09-01,275.51796544364936,141.37013507185424,1.1415970078013458,10.103446120916619
2022-10-01,275.5110208685621,141.88108855274155,1.290322704006096,10.876973917442527
2022-11-01,275.49647891991555,142.40508437330462,1.4350233590110157,13.05964963948212
2022-12-01,275.5134442377187,142.92795156978173,1.584670697564255,14.749512043862824
2023-01-01,275.51516048913044,143.47015579382062,1.709491730335202,16.498503699820436
2023-02-01,275.5074799948303,144.01249875622528,1.8238688856375282,18.92242023437499
2023-03-01,275.50213108842337,144.55952352798877,1.9274714130434911,21.723645156575667
2023-04-01,275.522791375884,145.08032873371408,2.034337555604203,24.237980547092913
2023-05-01,275.5298051067006,145.57927898709286,2.110604961835868,31.850986307997076
2023-06-01,275.5194934214541,146.0186018524193,2.1617555071366183,37.87847680877443
2023-07-01,275.51104030034725,146.39223481634104,2.2318326513066666,46.725778927784965
2023-08-01,275.512146248968,146.70763877803907,2.305455132203835,56.869844778179754
2023-09-01,275.51985793681706,146.93035265921597,2.374092361026751,67.2638122273239
2023-10-01,275.5223038192169,147.08778874753398,2.4384766350069604,77.6592006691035
2023-11-01,275.50994468928883,147.16803570057465,2.485355522049723,88.40219897449428
2023-12-01,275.5129772967706,147.19562174613338,2.4829551876473217,97.7835069948807
2024-01-01,275.51209044291767,147.14143227749392,2.5218537533756717,106.98177634181576
2024-02-01,275.510649647772,146.91123546009675,2.5456833978970232,117.64122721049337
2024-03-01,275.5106595735139,146.56068444507324,2.5655458007231005,127.98958427217428
2024-04-01,275.5080278231953,146.04722972928076,2.6098672475423133,138.37811216887383
2024-05-01,275.51946197515963,145.34591509957568,2.6435344112296457,149.13738244679135
2024-06-01,275.5042837894393,144.4579252558572,2.672367886293273,160.34633115975691
2024-07-01,275.4990917782741,143.3862972643844,2.714496527313924,171.6063230475168
2024-08-01,275.493346148771,142.1434100422799,2.7519236592306004,183.09716848469748
2024-09-01,275.48804643411074,140.74137723284687,2.776009107355991,194.46591425145877
2024-10-01,275.46656306887445,139.19667173204985,2.8174346960142436,206.2667735957644
2024-11-01,275.4884241942255,137.55239711607481,2.840615160081943,217.92963023531345
2024-12-01,275.47543035387736,135.84821525483966,2.884058618416095,230.02454865004395
2025-01-01,275.4740156184547,134.28278565856286,2.93924186716275,242.59775504846306
2025-02-01,275.46054676854766,132.9621514906008,2.9354011945901686,255.02056132431326
2025-03-01,275.46078484692765,132.1857331155875,2.9449074491412652,266.8031974332256
