date,const_mean,const_lower_16,const_upper_84,const_lower_5,const_upper_95,gross_reserves_usd_m_lag1_mean,gross_reserves_usd_m_lag1_lower_16,gross_reserves_usd_m_lag1_upper_84,gross_reserves_usd_m_lag1_lower_5,gross_reserves_usd_m_lag1_upper_95,exports_usd_m_lag1_mean,exports_usd_m_lag1_lower_16,exports_usd_m_lag1_upper_84,exports_usd_m_lag1_lower_5,exports_usd_m_lag1_upper_95,imports_usd_m_lag1_mean,imports_usd_m_lag1_lower_16,imports_usd_m_lag1_upper_84,imports_usd_m_lag1_lower_5,imports_usd_m_lag1_upper_95,remittances_usd_m_lag1_mean,remittances_usd_m_lag1_lower_16,remittances_usd_m_lag1_upper_84,remittances_usd_m_lag1_lower_5,remittances_usd_m_lag1_upper_95
2019-01-01,-15041.725020518285,-15041.87545368845,-15041.571662304323,-15041.981393041196,-15041.442027509855,-11002470.106221413,-11002470.228094032,-11002469.986809498,-11002470.327559954,-11002469.900084417,1557685.9258532813,1557685.8764772187,1557685.9725808243,1557685.844650124,1557686.005899103,7424808.559165138,7424808.492208464,7424808.629972033,7424808.439668894,7424808.669509368,-116276.455921666,-116276.46773209715,-116276.44415746906,-116276.47430011774,-116276.43679660466
2019-02-01,-15117.682853638675,-15117.825538085102,-15117.53088882748,-15117.937210230359,-15117.410409124215,-11061523.094322816,-11061523.215409296,-11061522.96949792,-11061523.287237026,-11061522.878013484,1544261.6192865716,1544261.5711417722,1544261.665415306,1544261.5376252707,1544261.6960484884,7424302.180535649,7424302.112263554,7424302.247149567,7424302.069138643,7424302.291080911,-91551.68466879174,-91551.69702959707,-91551.67320603694,-91551.7052180569,-91551.6643053221
2019-03-01,-15196.944247428719,-15197.091037655804,-15196.79070148302,-15197.187743419016,-15196.718130616326,-11122378.692622976,-11122378.81524274,-11122378.569045126,-11122378.90400317,-11122378.480206253,1518724.285417232,1518724.237569346,1518724.3346480117,1518724.205047791,1518724.3664155737,7389569.217003086,7389569.156110973,7389569.281259067,7389569.110940563,7389569.324666803,-98796.84658774134,-98796.85749599893,-98796.83555530502,-98796.86426747861,-98796.82847942028
2019-04-01,-15278.38022336741,-15278.534717695478,-15278.23510964017,-15278.629727554331,-15278.131389086742,-11184318.617037904,-11184318.74323673,-11184318.480612306,-11184318.819101771,-11184318.399252037,1467784.5016104043,1467784.4559973674,1467784.546046388,1467784.4242780213,1467784.5768607417,7372129.552398281,7372129.487213233,7372129.618219607,7372129.441365333,7372129.654750966,-121799.38507764954,-121799.39513966984,-121799.37502288652,-121799.40269841414,-121799.36784224554
2019-05-01,-15359.427392216989,-15359.583348132883,-15359.281578036402,-15359.666731933276,-15359.17012513667,-11246035.320826165,-11246035.439090239,-11246035.205421688,-11246035.516030638,-11246035.13024081,1411451.1758336944,1411451.129850476,1411451.2242302967,1411451.1001004942,1411451.252775674,7385866.104199225,7385866.039809281,7385866.169032061,7385866.002462943,7385866.2089763675,-380321.034885936,-380321.04445417784,-380321.02498695423,-380321.0499348045,-380321.0198090035
2019-06-01,-15439.877888385601,-15440.023210620975,-15439.732373987812,-15440.15526196616,-15439.62938544759,-11307423.63102626,-11307423.760671506,-11307423.501796892,-11307423.823306305,-11307423.410359483,1384749.1201747907,1384749.0709715106,1384749.1665532824,1384749.04456295,1384749.1973206012,7387639.3113729255,7387639.241189598,7387639.379443279,7387639.194132655,7387639.420677046,-311602.20906088484,-311602.2200598959,-311602.19833924534,-311602.22623781854,-311602.1916749702
2019-07-01,-15523.840654597918,-15523.991212573032,-15523.705964358467,-15524.063610467418,-15523.60042645816,-11370791.480619287,-11370791.605702983,-11370791.347203666,-11370791.711527884,-11370791.263242597,1356468.1201903007,1356468.0754636943,1356468.1642530235,1356468.0413539207,1356468.193144801,7275676.423918461,7275676.357010189,7275676.4880558625,7275676.316782378,7275676.52846891,-182531.19822086426,-182531.2057529827,-182531.1904670356,-182531.21133641523,-182531.18521414985
2019-08-01,-15603.536592354274,-15603.687136553099,-15603.383360871156,-15603.792364670699,-15603.29799181061,-11431861.347268824,-11431861.475527115,-11431861.223993238,-11431861.562799836,-11431861.131284764,1321155.0990601068,1321155.0485466802,1321155.145364152,1321155.0247049863,1321155.183367429,7301064.541570874,7301064.472129245,7301064.608891633,7301064.437697996,7301064.66214063,-393380.88908988197,-393380.8979411588,-393380.88015952456,-393380.9025239884,-393380.873603587
2019-09-01,-15685.58730932258,-15685.740386459629,-15685.448762008826,-15685.832743457995,-15685.30278585902,-11494405.194414627,-11494405.319885714,-11494405.07606391,-11494405.396626538,-11494404.982114976,1285226.4454822147,1285226.3969948418,1285226.4948079388,1285226.369319427,1285226.528944621,7270896.673402039,7270896.603470407,7270896.7385778185,7270896.571388364,7270896.790979581,-208796.9467032611,-208796.95464849166,-208796.9388906307,-208796.95958719088,-208796.93407239017
2019-10-01,-15763.885134462118,-15764.034852533283,-15763.72707654126,-15764.140089704959,-15763.639363363844,-11555011.574973568,-11555011.699377542,-11555011.445745457,-11555011.777860403,-11555011.368224977,1255709.1940714428,1255709.152344011,1255709.2408528042,1255709.1164353902,1255709.2659778898,7303155.3410392925,7303155.272295137,7303155.411510823,7303155.22694067,7303155.44824908,-271609.127471378,-271609.1360077995,-271609.11811590585,-271609.1434165843,-271609.1126445613
2019-11-01,-15840.819009572993,-15840.974043509152,-15840.666082401438,-15841.076216787204,-15840.568467981988,-11614910.411148697,-11614910.547028521,-11614910.284475425,-11614910.638015658,-11614910.209820421,1247666.7594558632,1247666.7148884598,1247666.8024935673,1247666.6833655036,1247666.8247740907,7313595.393550173,7313595.323351123,7313595.463854891,7313595.2866941625,7313595.502448071,-403493.47562415747,-403493.4849226112,-403493.4655231885,-403493.49182608275,-403493.45866177836
2019-12-01,-15920.165630485424,-15920.329299181485,-15919.99572856397,-15920.432362758891,-15919.914003492564,-11676271.17615366,-11676271.304699006,-11676271.046843585,-11676271.398173168,-11676270.958457896,1215670.956996829,1215670.9101452122,1215671.003963664,1215670.885298246,1215671.0293757322,7294372.426746236,7294372.359636528,7294372.4931805115,7294372.315424955,7294372.528719662,-261135.5125294804,-261135.52242671867,-261135.50303222987,-261135.5290922501,-261135.49635190953
2020-01-01,-15996.834241940476,-15996.9997511946,-15996.67834734707,-15997.077283448227,-15996.572118974827,-11736256.954581028,-11736257.077591866,-11736256.826339897,-11736257.17274466,-11736256.745187225,1221683.0126584033,1221682.964493386,1221683.061143208,1221682.9384048088,1221683.0877796973,7285002.3166738115,7285002.248560508,7285002.382751643,7285002.212928526,7285002.421233643,-517371.40844559815,-517371.4177288087,-517371.3987727543,-517371.4252926943,-517371.39298432786
2020-02-01,-16079.150095889137,-16079.300482216431,-16079.000486936473,-16079.400017454194,-16078.910546301604,-11799992.141463587,-11799992.272052327,-11799992.015364088,-11799992.35521533,-11799991.927945,1176401.1849939267,1176401.140336769,1176401.2334327688,1176401.1030836347,1176401.2572074297,7244164.868622904,7244164.803771455,7244164.931335743,7244164.758622564,7244164.971579453,-393597.7217363454,-393597.73103792506,-393597.7118222048,-393597.73732960725,-393597.7056149704
2020-03-01,-16163.44627352978,-16163.600419318878,-16163.298355185249,-16163.699301235925,-16163.180029917019,-11864886.149686256,-11864886.281431675,-11864886.020914478,-11864886.373579444,-11864885.936282828,1126001.5282238298,1126001.4829341073,1126001.5746133353,1126001.4520420334,1126001.6130178743,7163791.037921523,7163790.973036203,7163791.103372068,7163790.926219484,7163791.152489111,-335608.943866076,-335608.95225035766,-335608.9357828037,-335608.95761074085,-335608.9302886259
2020-04-01,-16246.453669764947,-16246.608863409123,-16246.315308951926,-16246.700783342298,-16246.210477420695,-11929094.653045649,-11929094.779615754,-11929094.523633426,-11929094.853767624,-11929094.441891152,1062159.4568849048,1062159.4064968438,1062159.5018648258,1062159.3778333056,1062159.5354984854,7098571.567973923,7098571.499180685,7098571.636841473,7098571.451162793,7098571.688753657,-584143.2837033251,-584143.2913913524,-584143.2763159282,-584143.295520165,-584143.2717075085
2020-05-01,-16327.46374892742,-16327.615904846245,-16327.30499822751,-16327.721418038947,-16327.214495824675,-11992310.41594788,-11992310.54395594,-11992310.28099889,-11992310.609831506,-11992310.211295424,972570.9216079378,972570.8751981407,972570.9661261616,972570.8450729867,972570.9926363837,7059965.210233766,7059965.146747038,7059965.273854901,7059965.108947157,7059965.318479728,-685923.4988975732,-685923.5059789377,-685923.4921539929,-685923.5092693646,-685923.4877613024
2020-06-01,-16396.768342788808,-16396.924555671998,-16396.617823042678,-16397.01355654425,-16396.52029738966,-12051146.340125712,-12051146.480530795,-12051146.205654621,-12051146.551589916,-12051146.103828602,992091.4907769847,992091.4495568193,992091.5366745811,992091.4161479037,992091.5691544298,7014709.780523539,7014709.714181024,7014709.84588938,7014709.678805159,7014709.891907841,-547249.0570670511,-547249.064117681,-547249.0500742485,-547249.0686134326,-547249.0443402381
2020-07-01,-16460.56674293694,-16460.708710202096,-16460.42307819837,-16460.821880483683,-16460.30884597742,-12107609.77295301,-12107609.912554178,-12107609.64642434,-12107610.00788924,-12107609.577267056,1019130.2619449683,1019130.2152183271,1019130.309311959,1019130.1862757845,1019130.3334195052,6986367.226301143,6986367.161052533,6986367.291700564,6986367.1157598905,6986367.343809994,-499508.61742022156,-499508.6259242043,-499508.6087214909,-499508.6308145481,-499508.603046814
2020-08-01,-16525.712998549316,-16525.856459606126,-16525.5649719761,-16525.972025913,-16525.47816392739,-12164834.526964547,-12164834.664950863,-12164834.388109159,-12164834.745428052,-12164834.296991192,1008791.8998630496,1008791.8548881348,1008791.9450342307,1008791.825266538,1008791.9753903974,6998232.112980814,6998232.051237773,6998232.172481711,6998232.011233051,6998232.220468776,-502188.30461705313,-502188.3135417322,-502188.29550562205,-502188.3208112526,-502188.28907974384
2020-09-01,-16596.313785336275,-16596.47162259447,-16596.155318045312,-16596.562689673454,-16596.063862140716,-12225889.709456557,-12225889.830969265,-12225889.585093044,-12225889.925766986,-12225889.500965457,945975.2613623353,945975.2176169477,945975.3078793556,945975.1867293523,945975.3352950454,7001526.407221509,7001526.345773119,7001526.476870049,7001526.296866721,7001526.512968435,-432113.27581767977,-432113.28394213214,-432113.2674356797,-432113.29014781635,-432113.26183367585
2020-10-01,-16663.550673854355,-16663.689908817872,-16663.406231280504,-16663.83467486775,-16663.302141554082,-12284707.884040698,-12284708.000728764,-12284707.755366044,-12284708.079363523,-12284707.673212873,921778.281428124,921778.2339424773,921778.3295251965,921778.2074908342,921778.3594199397,7067845.245440287,7067845.180100631,7067845.308396502,7067845.148315735,7067845.3478630725,-447927.93059134175,-447927.94060015987,-447927.92072189,-447927.947498105,-447927.91372164176
2020-11-01,-16732.643988666983,-16732.79785020385,-16732.49028431096,-16732.89306797401,-16732.387665404123,-12344834.173690239,-12344834.312852787,-12344834.038205197,-12344834.412879867,-12344833.958417738,887050.5650714631,887050.5199061794,887050.607682335,887050.4956705003,887050.6378756148,7089732.749680189,7089732.6934132995,7089732.806129884,7089732.654195506,7089732.848413459,-405880.9211187966,-405880.93123005575,-405880.9110853329,-405880.9377428596,-405880.9039655103
2020-12-01,-16801.228237746607,-16801.383552984338,-16801.069128508047,-16801.494647145755,-16800.968561189417,-12404645.049735796,-12404645.181831043,-12404644.908582142,-12404645.287527606,-12404644.816283844,855542.8212882137,855542.773901025,855542.8674733073,855542.7455715457,855542.89744011,7125635.586451862,7125635.522570294,7125635.649916465,7125635.487461789,7125635.695924555,-382283.878853739,-382283.88953242986,-382283.8679268685,-382283.89546637685,-382283.8625676883
2021-01-01,-16866.178256114265,-16866.333523534024,-16866.014427439077,-16866.41833333223,-16865.91578244086,-12462221.004893964,-12462221.138683267,-12462220.876112118,-12462221.214766398,-12462220.791233486,908416.1374439468,908416.094463562,908416.1845900394,908416.0648927651,908416.2105615521,7176347.434725059,7176347.367550816,7176347.500485916,7176347.328305816,7176347.539630288,-555703.2977385104,-555703.3101004747,-555703.2858939976,-555703.3192171275,-555703.2779084744
2021-02-01,-16938.983356321125,-16939.13951970101,-16938.829839951326,-16939.228680999317,-16938.73968499493,-12526198.081823088,-12526198.221394222,-12526197.947720291,-12526198.315996952,-12526197.855089394,866467.4691810627,866467.4228938043,866467.5140690485,866467.3992317928,866467.5391270191,7259510.124213425,7259510.058847053,7259510.190176952,7259510.023660138,7259510.22328313,-269753.91763081955,-269753.93138744007,-269753.90340316313,-269753.939584239,-269753.8963362645
2021-03-01,-17016.243567643724,-17016.388851765398,-17016.090022424763,-17016.494874029195,-17015.975193452316,-12593183.278252948,-12593183.403101485,-12593183.145954186,-12593183.492798572,-12593183.068739636,824629.6152566716,824629.5751746158,824629.6581762191,824629.5374513475,824629.6846289958,7306913.821910244,7306913.7627587,7306913.889419816,7306913.712541861,7306913.929903041,138663.4222245375,138663.4107808056,138663.43453847404,138663.400918824,138663.44219723964
2021-04-01,-17093.070491336865,-17093.240929022373,-17092.91972507046,-17093.354608686648,-17092.816488331915,-12659907.714982491,-12659907.83804379,-12659907.57807762,-12659907.952123625,-12659907.48788053,767817.3695299693,767817.3238804268,767817.4135366391,767817.2984161131,767817.4454839202,7452298.084460236,7452298.016362772,7452298.148376292,7452297.979823651,7452298.189833887,269397.863597522,269397.84900344943,269397.87702282594,269397.8395318528,269397.8859520216
2021-05-01,-17179.48197304671,-17179.64433705873,-17179.31925157187,-17179.73433110296,-17179.230443346885,-12732491.803628206,-12732491.933182599,-12732491.670592168,-12732492.019214714,-12732491.583287124,598024.315412188,598024.2741823747,598024.3603603912,598024.244789368,598024.3896368417,7371717.649482948,7371717.581224491,7371717.714486694,7371717.541561799,7371717.76874947,486575.306171825,486575.2947548323,486575.31929692783,486575.28397014935,486575.3274339972
2021-06-01,-17260.77516909875,-17260.93759004891,-17260.60918956039,-17261.02198542079,-17260.525033528476,-12802434.248712657,-12802434.385051277,-12802434.119137114,-12802434.469346073,-12802434.018062757,560209.3260228055,560209.2833284,560209.3708641675,560209.2541270293,560209.4015720244,7336367.913874423,7336367.84870343,7336367.974768009,7336367.815623909,7336368.014406715,829945.9773849079,829945.9651165179,829945.9896387283,829945.9566841017,829945.9970523783
2021-07-01,-17338.437131180348,-17338.595165281982,-17338.280183323463,-17338.70377184457,-17338.173483974042,-12870706.108041191,-12870706.253740424,-12870705.959627638,-12870706.340847453,-12870705.88726453,562507.2588715769,562507.2138959661,562507.302595295,562507.1886192941,562507.3326293551,7375277.384883162,7375277.317773644,7375277.449950367,7375277.273460491,7375277.4921458615,1190346.098405249,1190346.0867180957,1190346.1106478788,1190346.0790885622,1190346.1179051192
2021-08-01,-17413.208862400763,-17413.376589487507,-17413.05360679988,-17413.4795771528,-17412.94145542012,-12937588.413672986,-12937588.551660707,-12937588.269487944,-12937588.646271614,-12937588.18694303,567142.4426475194,567142.4005419749,567142.4842187375,567142.3736657322,567142.5058483687,7575382.81323153,7575382.749277039,7575382.876292984,7575382.715106332,7575382.910919358,1653202.6088087033,1653202.5930158144,1653202.624072342,1653202.5840206698,1653202.6356271105
2021-09-01,-17499.10013376176,-17499.250803111012,-17498.950952818766,-17499.348528973565,-17498.855884836834,-13009522.870081438,-13009522.998964999,-13009522.726438487,-13009523.09014553,-13009522.659209216,389332.49771411205,389332.4553297818,389332.5427569196,389332.42721165234,389332.5667675131,7560905.207955389,7560905.147658428,7560905.268349359,7560905.099672671,7560905.322690973,2409507.908124758,2409507.8938009464,2409507.9219768746,2409507.882525652,2409507.9315490993
2021-10-01,-17583.207162611598,-17583.35901666158,-17583.054328351416,-17583.461212161903,-17582.95202306018,-13080647.257727426,-13080647.376140205,-13080647.132663911,-13080647.46428326,-13080647.024454452,107560.28819937208,107560.24909925999,107560.32839245613,107560.21959150853,107560.35733641754,7818858.678295681,7818858.615496347,7818858.736077116,7818858.568328625,7818858.780617025,3422778.363536234,3422778.3485883935,3422778.379349412,3422778.339513933,3422778.3883263054
2021-11-01,-17669.196585046306,-17669.358721893786,-17669.04276620571,-17669.45616515988,-17668.920610979774,-13152443.701492313,-13152443.84589924,-13152443.563611623,-13152443.926838377,-13152443.4799241,-477187.8931560757,-477187.9347231713,-477187.8497134115,-477187.9603536346,-477187.8267593672,8240356.52880541,8240356.470611283,8240356.5841634525,8240356.422513556,8240356.623572273,4977277.885345756,4977277.8683501575,4977277.90199973,4977277.8549482245,4977277.91385817
2021-12-01,-17762.247965240946,-17762.416184362522,-17762.08000560208,-17762.517874136367,-17761.978315471682,-13226473.115453636,-13226473.238961648,-13226472.987583112,-13226473.332978662,-13226472.892856685,-1669320.819666985,-1669320.8556444598,-1669320.7808932695,-1669320.8865084224,-1669320.7595291215,8675699.94121988,8675699.881031843,8675700.001264868,8675699.837835174,8675700.043985212,7107876.626164823,7107876.609442497,7107876.643900458,7107876.598541369,7107876.656272567
2022-01-01,-17855.846570304137,-17856.003831203852,-17855.690354851617,-17856.10519790552,-17855.577060506912,-13300658.436865656,-13300658.587119458,-13300658.287530012,-13300658.669489093,-13300658.201833425,-2921522.530687054,-2921522.5693783006,-2921522.493744639,-2921522.5915836366,-2921522.470872348,8658062.754831366,8658062.693445345,8658062.812195411,8658062.654468238,8658062.8471705,8747225.671064695,8747225.655601379,8747225.689488098,8747225.641685607,8747225.700151673
2022-02-01,-17931.53766767531,-17931.685892103334,-17931.395306023478,-17931.794709601723,-17931.295353766247,-13369012.713159503,-13369012.853074696,-13369012.575239055,-13369012.93851799,-13369012.460894873,-4657042.6167501435,-4657042.657631102,-4657042.57442461,-4657042.682836114,-4657042.547399369,9210114.521384586,9210114.456422236,9210114.586380728,9210114.42290833,9210114.622942287,9167486.20127196,9167486.184289375,9167486.219633944,9167486.171338867,9167486.233075174
2022-03-01,-18017.380413329473,-18017.534282865912,-18017.210722832562,-18017.62722523398,-18017.124566181705,-13440003.427123517,-13440003.555226794,-13440003.282783723,-13440003.643343514,-13440003.202078054,-6895131.740093951,-6895131.781592641,-6895131.6988555575,-6895131.80472128,-6895131.675437276,9898898.809454842,9898898.749748938,9898898.871478245,9898898.70675243,9898898.909416828,9987474.108262692,9987474.086518405,9987474.129065968,9987474.074092397,9987474.140432106
2022-04-01,-18121.27135984351,-18121.436703429717,-18121.112349080402,-18121.54390502458,-18121.002351495477,-13514687.518710783,-13514687.657461353,-13514687.388718322,-13514687.735152839,-13514687.304396031,-9421843.59902286,-9421843.636194615,-9421843.558186224,-9421843.66549997,-9421843.533866799,10751581.42579065,10751581.360540068,10751581.487934796,10751581.325769246,10751581.531470282,11303772.986233646,11303772.96430097,11303773.007937452,11303772.951047558,11303773.021643806
2022-05-01,-18238.90687647949,-18239.07663684761,-18238.73979431542,-18239.16994174088,-18238.649936747595,-13593753.69833658,-13593753.839144755,-13593753.558839122,-13593753.92772996,-13593753.461647805,-10677712.822478129,-10677712.859607728,-10677712.783233298,-10677712.88953488,-10677712.754683401,10893901.684178155,10893901.61801361,10893901.746421643,10893901.578437109,10893901.785940623,12772634.853815004,12772634.831671095,12772634.876065725,12772634.815370245,12772634.890143584
2022-06-01,-18387.628508607235,-18387.8035795448,-18387.458191730188,-18387.908902557752,-18387.369873918175,-13680557.350729793,-13680557.488114223,-13680557.21629588,-13680557.588297488,-13680557.1134723,-11245125.355538271,-11245125.395619957,-11245125.31507011,-11245125.418389564,-11245125.291914394,10895425.505226385,10895425.440884786,10895425.567723196,10895425.398949215,10895425.60826521,14126218.635714378,14126218.615016079,14126218.657479052,14126218.601762827,14126218.670999127
2022-07-01,-18615.803562568155,-18615.970407220593,-18615.642711965793,-18616.08193824016,-18615.554109896842,-13791528.665617619,-13791528.802948961,-13791528.53037826,-13791528.894739328,-13791528.454730531,-12107546.553489158,-12107546.596481932,-12107546.513147252,-12107546.62326877,-12107546.481009161,11028277.553422691,11028277.486171901,11028277.617111959,11028277.453156786,11028277.666070946,17620778.846522454,17620778.825257223,17620778.867025167,17620778.80720605,17620778.880249523
2022-08-01,-18881.045561518502,-18881.209555814337,-18880.89035096441,-18881.321694360286,-18880.78255288025,-13912662.149439666,-13912662.287971664,-13912662.01148028,-13912662.376132764,-13912661.926212063,-13146345.85275405,-13146345.895552605,-13146345.808870124,-13146345.925181745,-13146345.776376106,11255339.61014712,11255339.541322216,11255339.677547324,11255339.49603818,11255339.725376423,21449255.19552192,21449255.17160158,21449255.219369,21449255.159533273,21449255.234240767
2022-09-01,-19164.289560559275,-19164.459328309156,-19164.12330863608,-19164.55713467728,-19164.021961916405,-14038828.289192101,-14038828.424524944,-14038828.168814367,-14038828.508854816,-14038828.04341544,-14057423.51945161,-14057423.565015096,-14057423.47640145,-14057423.591553826,-14057423.446995875,11453036.905661482,11453036.839463698,11453036.974334944,11453036.794075964,11453037.00874993,25114131.828741677,25114131.805177115,25114131.85319623,25114131.789847597,25114131.86727485
2022-10-01,-19478.773724302748,-19478.944829838747,-19478.61874519265,-19479.04000326362,-19478.49013121217,-14175163.393002827,-14175163.522889106,-14175163.251930626,-14175163.612227974,-14175163.166851005,-14814129.268439688,-14814129.311578615,-14814129.225731488,-14814129.346363042,-14814129.196202269,11279229.111452864,11279229.046483416,11279229.175969167,11279229.01077761,11279229.220327457,29349578.04530378,29349578.022417393,29349578.0686677,29349578.00661306,29349578.083930876
2022-11-01,-19786.779174248568,-19786.927903665914,-19786.628037302708,-19787.03469561795,-19786.542625019592,-14309164.205504183,-14309164.356766222,-14309164.058426103,-14309164.44788433,-14309163.974444805,-15249597.508717142,-15249597.549697965,-15249597.46597878,-15249597.58320664,-15249597.436712934,11142193.71003134,11142193.645084988,11142193.774336059,11142193.60389102,11142193.816293968,32299562.21858652,32299562.19424406,32299562.242398277,32299562.17629658,32299562.26069871
2022-12-01,-20075.037073204094,-20075.180710870216,-20074.891396644096,-20075.28301051471,-20074.790382132116,-14436148.395611178,-14436148.537149983,-14436148.242697401,-14436148.637209112,-14436148.165452996,-15681310.521497903,-15681310.567120528,-15681310.477798073,-15681310.596109137,-15681310.449975334,10800581.073727578,10800581.007473893,10800581.139187256,10800580.962058201,10800581.179756176,34753336.66947887,34753336.644940935,34753336.69574013,34753336.63031373,34753336.710800685
2023-01-01,-20315.292435039915,-20315.46401594356,-20315.137193036684,-20315.557041609372,-20315.032689439384,-14544685.292960055,-14544685.431336882,-14544685.152958112,-14544685.525550473,-14544685.06877528,-15659373.539863529,-15659373.587396793,-15659373.494101599,-15659373.618172895,-15659373.464279564,10299783.545596112,10299783.484896744,10299783.607929349,10299783.437969971,10299783.65333041,36178010.700216115,36178010.67671525,36178010.72404547,36178010.6624692,36178010.739101596
2023-02-01,-20535.791251352915,-20535.95191678432,-20535.627879155214,-20536.064976433765,-20535.505536008426,-14643820.485082451,-14643820.629692843,-14643820.334578058,-14643820.72785403,-14643820.239936786,-15485239.618037568,-15485239.66422486,-15485239.571167665,-15485239.691375311,-15485239.541844977,9642192.882095534,9642192.816811314,9642192.94823535,9642192.77799288,9642192.98704208,37939328.2146622,37939328.19055991,37939328.23783484,37939328.17418706,37939328.25181239
2023-03-01,-20733.592291556026,-20733.75714561683,-20733.43344975529,-20733.867224942853,-20733.320397473817,-14733025.50923905,-14733025.648382246,-14733025.368772142,-14733025.741247846,-14733025.281812578,-15065230.133935796,-15065230.174675327,-15065230.092138283,-15065230.197374621,-15065230.062793577,9068222.635937873,9068222.561987972,9068222.708451005,9068222.520318087,9068222.750347948,39651828.41278157,39651828.39260271,39651828.43324872,39651828.37769694,39651828.446542814
2023-04-01,-20946.265897403533,-20946.43022412005,-20946.108890602143,-20946.53520069137,-20946.001418563108,-14828285.145604761,-14828285.286343878,-14828285.006398117,-14828285.36693701,-14828284.919838818,-14920795.693624204,-14920795.744916815,-14920795.644637266,-14920795.767398644,-14920795.613554517,8938575.688194852,8938575.6196822,8938575.75480388,8938575.571559587,8938575.799241286,40848786.91571972,40848786.89540889,40848786.934867404,40848786.884774946,40848786.94975579
2023-05-01,-21115.533136085407,-21115.70724813546,-21115.383225272108,-21115.81750244965,-21115.270106069598,-14898882.553701365,-14898882.704245098,-14898882.406516116,-14898882.7838476,-14898882.331016134,-14739150.594562918,-14739150.639645614,-14739150.54910767,-14739150.673069445,-14739150.517167456,8814610.567172658,8814610.50101258,8814610.63918922,8814610.450493036,8814610.68234449,42743858.271397255,42743858.25138743,42743858.2904918,42743858.23920987,42743858.30366066
2023-06-01,-21256.793575530326,-21256.958663374706,-21256.622051508723,-21257.04803565051,-21256.510473733586,-14956768.317948138,-14956768.45791905,-14956768.164404817,-14956768.568796825,-14956768.071355684,-14535546.515327005,-14535546.56616736,-14535546.464366637,-14535546.596597392,-14535546.438151063,8983523.733496845,8983523.664991092,8983523.803416796,8983523.61683355,8983523.852813404,45212750.13844104,45212750.11937741,45212750.15576368,45212750.11006026,45212750.165821634
2023-07-01,-21399.97670045251,-21400.15234906022,-21399.816562314747,-21400.260722848718,-21399.6811469149,-15015568.57174376,-15015568.71886168,-15015568.436322188,-15015568.80347338,-15015568.334009575,-14418280.40103477,-14418280.447305795,-14418280.356698262,-14418280.478421729,-14418280.319727756,9813479.124537835,9813479.057421666,9813479.194765847,9813479.012907317,9813479.236713788,47586235.26579234,47586235.24888517,47586235.28336489,47586235.23962956,47586235.29358216
2023-08-01,-21539.824986494015,-21539.983680229747,-21539.667807939928,-21540.080538021382,-21539.57232084725,-15072788.34139187,-15072788.479515638,-15072788.19039309,-15072788.575027136,-15072788.109313222,-14057180.93583083,-14057180.990825549,-14057180.881446766,-14057181.017475799,-14057180.848919744,11021948.036787553,11021947.963403782,11021948.10144013,11021947.92265377,11021948.148245465,47292899.6184474,47292899.60111733,47292899.63493786,47292899.59040264,47292899.64648023
2023-09-01,-21661.648763716912,-21661.804882140757,-21661.486649774335,-21661.930026252696,-21661.376392870956,-15120254.927220657,-15120255.061153756,-15120254.79281635,-15120255.13312284,-15120254.70407576,-13328712.484516876,-13328712.537654214,-13328712.431665355,-13328712.565992383,-13328712.400818955,12079929.636493457,12079929.566590164,12079929.707710302,12079929.520826608,12079929.76267762,43972337.56573899,43972337.54780736,43972337.583025,43972337.535396546,43972337.59316696
2023-10-01,-21784.181580661047,-21784.346160750632,-21784.02723636747,-21784.440823166828,-21783.93304858085,-15168072.690083573,-15168072.829692073,-15168072.547830861,-15168072.939241562,-15168072.452043254,-12744301.533756629,-12744301.581027659,-12744301.480859393,-12744301.62036355,-12744301.450776855,13058840.52006699,13058840.44660424,13058840.589489888,13058840.397670602,13058840.646356195,39784746.439948946,39784746.42070005,39784746.46007275,39784746.40798851,39784746.470341705
2023-11-01,-21869.213292145105,-21869.37094985741,-21869.06032941167,-21869.47606937753,-21868.95184275515,-15197796.381963028,-15197796.519563546,-15197796.22793836,-15197796.622950483,-15197796.155594934,-12556262.46770541,-12556262.51637987,-12556262.4186719,-12556262.554676274,-12556262.39216926,14016278.126082256,14016278.055610541,14016278.201126257,14016277.996884704,14016278.242060073,35075206.696271725,35075206.67777016,35075206.71501511,35075206.66716727,35075206.73052556
2023-12-01,-21889.897137552256,-21890.067429976512,-21889.727556018017,-21890.16252194853,-21889.63034927849,-15194240.777203908,-15194240.919423405,-15194240.633005422,-15194241.021038502,-15194240.555648865,-12627700.202502731,-12627700.249991352,-12627700.156632215,-12627700.281952636,-12627700.115525382,14937086.928602617,14937086.852413228,14937087.002642903,14937086.809961412,14937087.055890102,31025125.331971306,31025125.313355424,31025125.350073818,31025125.303465392,31025125.3632354
2024-01-01,-21890.21907399144,-21890.392272469264,-21890.04729360722,-21890.491298453184,-21889.92894973659,-15179738.282238219,-15179738.41389026,-15179738.140301403,-15179738.519123668,-15179738.071054421,-12506257.440920684,-12506257.488990517,-12506257.392131193,-12506257.521914177,-12506257.359861337,15842350.76737292,15842350.696948934,15842350.842511928,15842350.650459392,15842350.893316917,29635097.62982373,29635097.61331483,29635097.647066157,29635097.602099217,29635097.65481235
