date,gross_reserves_usd_m,exports_usd_m,imports_usd_m,remittances_usd_m,usd_lkr,trade_balance_usd_m,m2_usd_m,tourism_usd_m,cse_net_usd_m,target_diff1,target_log,target_log_diff1,target_pct_change,split
2021-01-01,4841.863004371764,936.6622814854384,1591.5901970507057,675.3390054353866,187.0,-654.9279155652673,45989.40424956808,4.3837293200000005,-44.00300698388188,-822.4025649789919,8.485054843907278,-0.15687767761123617,-14.519138534552445,validation
2021-02-01,4582.993424023525,951.724574048446,1523.603972592037,579.6821699858931,194.01,-571.879398543591,44874.99545397825,8.77267116,-25.57433985497059,-258.86958034823874,8.430107649645237,-0.05494719426204142,-5.346487088017627,validation
2021-03-01,4055.2,1093.7738520883445,1925.9318375289247,612.039426055064,199.04,-832.1579854405802,44516.59998891087,11.939277059999997,-21.36481840454868,-527.7934240235254,8.30775528715814,-0.12235236248709747,-11.516346963469182,validation
2021-04-01,4470.738472224253,818.1842602092861,1706.9720121710045,518.7544137326089,199.54,-888.7877519617184,44826.32240692272,10.86289168,-15.948792751161028,415.5384722242534,8.405308880276705,0.09755359311856537,10.247052481363529,validation
2021-05-01,4032.831217910092,891.7032201204976,1607.4340540931253,460.114150675105,199.5,-715.7308339726277,45196.85318165468,3.90157122,-11.93809272677704,-437.90725431416104,8.302223943739772,-0.1030849365369324,-9.794964680550777,validation
2021-06-01,4060.0459080962846,1007.0147013013268,1659.2043487791664,478.4486578808749,201.14,-652.1896474778396,45422.1921186853,4.206503639999999,-5.724699790179495,27.214690186192456,8.308949559944727,0.006725616204954932,0.674828395131688,validation
2021-07-01,2805.884166609781,1103.9334293875042,1710.0957416175922,453.2632668392378,199.9,-606.162312230088,46371.09225136638,6.33060554,-40.83494497596533,-1254.1617414865036,7.939473979200852,-0.36947558074387477,-30.89033399808446,validation
2021-08-01,3543.508985941734,1101.034874644722,1686.6675039530146,446.6176342664486,210.0,-585.6326293082925,44820.95535106536,13.1355504,-15.934678878405236,737.624819331953,8.172872754141475,0.2333987749406221,26.288498581293563,validation
2021-09-01,2704.1872990039246,1034.4575246293707,1526.032657370234,353.22780133179384,199.99,-491.5751327408632,47247.29764639302,35.30700422,-33.73034693308381,-839.3216869378093,7.902556702147089,-0.2703160519943859,-23.686173515226706,validation
2021-10-01,2269.211946488995,1192.3364394091789,1694.2769255028936,317.38781426512065,201.87,-501.9404860937148,47238.07481352975,59.34714646,-7.068704915995532,-434.97535251492945,7.727187890064411,-0.1753688120826773,-16.08525240374994,validation
2021-11-01,1588.37233054694,1211.4690722829191,1764.628143730678,271.43416537213164,202.05,-553.1590714477588,47070.79998102074,115.44168044,-19.791528233488307,-680.8396159420552,7.370465079404377,-0.35672281066003464,-30.003350590299604,validation
