date,gross_reserves_usd_m,scenario
2025-09-01,6240.22722194919,Combined Adverse
2025-10-01,6191.735741755178,Combined Adverse
2025-11-01,6153.830457697403,Combined Adverse
2025-12-01,6110.0923619354035,Combined Adverse
2026-01-01,6069.550568722546,Combined Adverse
2026-02-01,6027.261506456783,Combined Adverse
2026-03-01,5985.925643855974,Combined Adverse
2025-04-01,6358.14423973026,Combined Upside
2025-05-01,6509.892861694295,Combined Upside
2025-06-01,6452.24454819512,Combined Upside
2025-07-01,6514.291629312311,Combined Upside
2025-08-01,6506.71393843107,Combined Upside
2025-09-01,6538.454695575721,Combined Upside
2025-10-01,6548.108993071148,Combined Upside
2025-11-01,6570.042735035212,Combined Upside
2025-12-01,6585.185098442902,Combined Upside
2026-01-01,6604.0665470133945,Combined Upside
2026-02-01,6620.895733391857,Combined Upside
2026-03-01,6638.848910423434,Combined Upside
