date,forecast,actual,split,model
2020-06-01,7446.724705502771,6694.648013475818,validation,VECM
2020-07-01,7446.724705502771,7095.831822594811,validation,VECM
2020-08-01,7446.724705502771,7430.083006707859,validation,VECM
2020-09-01,7446.724705502771,6666.320938200717,validation,VECM
2020-10-01,7446.724705502771,5855.74394110227,validation,VECM
2020-11-01,7446.724705502771,5555.275602812615,validation,VECM
2020-12-01,7446.724705502771,5664.265569350756,validation,VECM
2021-01-01,5797.8281612645505,4841.863004371764,validation,VECM
2021-02-01,5797.8281612645505,4582.993424023525,validation,VECM
2021-03-01,5797.8281612645505,4055.2,validation,VECM
2021-04-01,5797.8281612645505,4470.738472224253,validation,VECM
2021-05-01,5797.8281612645505,4032.831217910092,validation,VECM
2021-06-01,5797.8281612645505,4060.0459080962846,validation,VECM
2021-07-01,5797.8281612645505,2805.884166609781,validation,VECM
2021-08-01,5797.8281612645505,3543.508985941734,validation,VECM
2021-09-01,5797.8281612645505,2704.1872990039246,validation,VECM
2021-10-01,5797.8281612645505,2269.211946488995,validation,VECM
2021-11-01,5797.8281612645505,1588.37233054694,validation,VECM
2021-12-01,5797.8281612645505,3139.2264604363068,validation,VECM
2022-01-01,3529.6799369642135,2361.645210710561,validation,VECM
2022-02-01,3529.6799369642135,2311.250466948733,validation,VECM
2022-03-01,3529.6799369642135,1917.0,validation,VECM
2022-04-01,3529.6799369642135,1812.0,validation,VECM
2022-05-01,3529.6799369642135,1887.0,validation,VECM
2022-06-01,3529.6799369642135,1854.0,validation,VECM
2022-07-01,3529.6799369642135,1817.0,validation,VECM
2022-08-01,3529.6799369642135,1717.0,validation,VECM
2022-09-01,3529.6799369642135,1779.0,validation,VECM
2022-10-01,3529.6799369642135,1705.0,validation,VECM
2022-11-01,3529.6799369642135,1806.0,validation,VECM
2022-12-01,3529.6799369642135,1898.0,validation,VECM
2023-01-01,7903.146691381058,2121.0,test,VECM
2023-02-01,7903.146691381058,2219.0,test,VECM
2023-03-01,7903.146691381058,2694.0,test,VECM
2023-04-01,7903.146691381058,2761.0,test,VECM
2023-05-01,7903.146691381058,3491.0,test,VECM
2023-06-01,7903.146691381058,3724.0,test,VECM
2023-07-01,7903.146691381058,3765.0,test,VECM
2023-08-01,7903.146691381058,3600.0,test,VECM
2023-09-01,7903.146691381058,3540.0,test,VECM
2023-10-01,7903.146691381058,3569.0,test,VECM
2023-11-01,7903.146691381058,3571.0,test,VECM
2023-12-01,7903.146691381058,4392.0,test,VECM
2024-01-01,3594.2531210884113,4496.0,test,VECM
2024-02-01,3594.2531210884113,4520.0,test,VECM
2024-03-01,3594.2531210884113,4960.0,test,VECM
2024-04-01,3594.2531210884113,5471.0,test,VECM
2024-05-01,3594.2531210884113,5410.0,test,VECM
2024-06-01,3594.2531210884113,5654.0,test,VECM
2024-07-01,3594.2531210884113,5652.0,test,VECM
2024-08-01,3594.2531210884113,5959.0,test,VECM
2024-09-01,3594.2531210884113,5994.0,test,VECM
2024-10-01,3594.2531210884113,6472.0,test,VECM
2024-11-01,3594.2531210884113,6451.0,test,VECM
2024-12-01,3594.2531210884113,6122.0,test,VECM
2025-01-01,6147.575714356777,6065.0,test,VECM
2025-02-01,6147.575714356777,6086.0,test,VECM
2025-03-01,6147.575714356777,6531.0,test,VECM
2025-04-01,6147.575714356777,6327.0,test,VECM
2025-05-01,6147.575714356777,6286.0,test,VECM
2025-06-01,6147.575714356777,6081.0,test,VECM
2025-07-01,6147.575714356777,6147.0,test,VECM
2025-08-01,6147.575714356777,6178.0,test,VECM
2025-09-01,6147.575714356777,6244.0,test,VECM
2025-10-01,6147.575714356777,6216.0,test,VECM
2025-11-01,6147.575714356777,6034.0,test,VECM
2025-12-01,6147.575714356777,6825.0,test,VECM
2020-01-01,7934.085339421133,7512.733529432759,validation,MS-VAR
2020-02-01,7921.028508438618,7941.515070351391,validation,MS-VAR
2020-03-01,8202.777795387907,7533.736569408685,validation,MS-VAR
2020-04-01,7620.033144406774,7209.520101152639,validation,MS-VAR
2020-05-01,6944.33522422675,6499.857251537734,validation,MS-VAR
2020-06-01,7572.060397971855,6694.648013475818,validation,MS-VAR
2020-07-01,7362.9447150521555,7095.831822594811,validation,MS-VAR
2020-08-01,7481.79500326843,7430.083006707859,validation,MS-VAR
2020-09-01,7641.165052979296,6666.320938200717,validation,MS-VAR
2020-10-01,7231.578485614813,5855.74394110227,validation,MS-VAR
2020-11-01,6379.536152175332,5555.275602812615,validation,MS-VAR
2020-12-01,5911.81235659601,5664.265569350756,validation,MS-VAR
2021-01-01,6038.092139471814,4841.863004371764,validation,MS-VAR
2021-02-01,5301.070198666204,4582.993424023525,validation,MS-VAR
2021-03-01,4576.53805840394,4055.2,validation,MS-VAR
2021-04-01,4257.167372301285,4470.738472224253,validation,MS-VAR
2021-05-01,4473.869271573063,4032.831217910092,validation,MS-VAR
2021-06-01,4580.687558809018,4060.0459080962846,validation,MS-VAR
2021-07-01,4414.824345991058,2805.884166609781,validation,MS-VAR
2021-08-01,3588.609839328207,3543.508985941734,validation,MS-VAR
2021-09-01,2760.262961348961,2704.1872990039246,validation,MS-VAR
2021-10-01,3492.7198390092262,2269.211946488995,validation,MS-VAR
2021-11-01,2375.1802295061225,1588.37233054694,validation,MS-VAR
2021-12-01,1731.355542216478,3139.2264604363068,validation,MS-VAR
2022-01-01,2738.528109151273,2361.645210710561,validation,MS-VAR
2022-02-01,2466.268531738168,2311.250466948733,validation,MS-VAR
2022-03-01,2307.1067698475604,1917.0,validation,MS-VAR
2022-04-01,-1386.4829716644817,1812.0,validation,MS-VAR
2022-05-01,297.37445205812946,1887.0,validation,MS-VAR
2022-06-01,1309.879686856231,1854.0,validation,MS-VAR
2022-07-01,2193.5121377252017,1817.0,validation,MS-VAR
2022-08-01,2096.0020416156067,1717.0,validation,MS-VAR
2022-09-01,2165.9675584716747,1779.0,validation,MS-VAR
2022-10-01,1927.7924941150436,1705.0,validation,MS-VAR
2022-11-01,1999.6965633869956,1806.0,validation,MS-VAR
2022-12-01,2004.9997391471288,1898.0,validation,MS-VAR
2023-01-01,2236.6863720579363,2121.0,test,MS-VAR
2023-02-01,2317.9808788512737,2219.0,test,MS-VAR
2023-03-01,2573.7212496859256,2694.0,test,MS-VAR
2023-04-01,3265.613007889374,2761.0,test,MS-VAR
2023-05-01,2907.032260571105,3491.0,test,MS-VAR
2023-06-01,4034.3781191455287,3724.0,test,MS-VAR
2023-07-01,3850.877521060127,3765.0,test,MS-VAR
2023-08-01,3858.9044290565403,3600.0,test,MS-VAR
2023-09-01,4062.564753348479,3540.0,test,MS-VAR
2023-10-01,3731.681560800015,3569.0,test,MS-VAR
2023-11-01,3753.614667911183,3571.0,test,MS-VAR
2023-12-01,3942.75449405125,4392.0,test,MS-VAR
2024-01-01,4546.270203094159,4496.0,test,MS-VAR
2024-02-01,4776.326648876749,4520.0,test,MS-VAR
2024-03-01,4943.514111451979,4960.0,test,MS-VAR
2024-04-01,5257.961231262466,5471.0,test,MS-VAR
2024-05-01,5505.662521689844,5410.0,test,MS-VAR
2024-06-01,5814.831504597728,5654.0,test,MS-VAR
2024-07-01,5940.126438103695,5652.0,test,MS-VAR
2024-08-01,5947.033758149736,5959.0,test,MS-VAR
2024-09-01,6309.689589549584,5994.0,test,MS-VAR
2024-10-01,6127.636396487097,6472.0,test,MS-VAR
2024-11-01,6810.073733791334,6451.0,test,MS-VAR
2024-12-01,6687.683232140293,6122.0,test,MS-VAR
2025-01-01,6475.023353977482,6065.0,test,MS-VAR
2025-02-01,6352.327913749988,6086.0,test,MS-VAR
2025-03-01,6465.661737205181,6531.0,test,MS-VAR
2025-04-01,6865.374441216732,6327.0,test,MS-VAR
2025-05-01,6438.167112315231,6286.0,test,MS-VAR
2025-06-01,6689.501769408865,6081.0,test,MS-VAR
2025-07-01,6468.786459199157,6147.0,test,MS-VAR
2025-08-01,6514.863244379382,6178.0,test,MS-VAR
2025-09-01,6502.590247900276,6244.0,test,MS-VAR
2025-10-01,6357.809572919115,6216.0,test,MS-VAR
2025-11-01,6507.574548003996,6034.0,test,MS-VAR
2025-12-01,6358.161731324905,6825.0,test,MS-VAR
2020-01-01,7751.344665938674,7512.733529432759,validation,MS-VECM
2020-02-01,7558.04727746071,7941.515070351391,validation,MS-VECM
2020-03-01,7811.764893336254,7533.736569408685,validation,MS-VECM
2020-04-01,7437.838357787656,7209.520101152639,validation,MS-VECM
2020-05-01,6612.146940811937,6499.857251537734,validation,MS-VECM
2020-06-01,7104.011323624249,6694.648013475818,validation,MS-VECM
2020-07-01,6989.990798918701,7095.831822594811,validation,MS-VECM
2020-08-01,7195.483495348975,7430.083006707859,validation,MS-VECM
2020-09-01,7318.420475550799,6666.320938200717,validation,MS-VECM
2020-10-01,7033.6508626101795,5855.74394110227,validation,MS-VECM
2020-11-01,6166.206717115581,5555.275602812615,validation,MS-VECM
2020-12-01,5639.618176509673,5664.265569350756,validation,MS-VECM
2021-01-01,5984.380893750224,4841.863004371764,validation,MS-VECM
2021-02-01,5096.0860205102,4582.993424023525,validation,MS-VECM
2021-03-01,4211.905348007223,4055.2,validation,MS-VECM
2021-04-01,3931.796198061343,4470.738472224253,validation,MS-VECM
2021-05-01,4296.312853986988,4032.831217910092,validation,MS-VECM
2021-06-01,4444.1924449794415,4060.0459080962846,validation,MS-VECM
2021-07-01,4237.618446309852,2805.884166609781,validation,MS-VECM
2021-08-01,3820.4904505571285,3543.508985941734,validation,MS-VECM
2021-09-01,2721.493034935562,2704.1872990039246,validation,MS-VECM
2021-10-01,4323.171961019516,2269.211946488995,validation,MS-VECM
2021-11-01,2674.551833800104,1588.37233054694,validation,MS-VECM
2021-12-01,2292.970174928286,3139.2264604363068,validation,MS-VECM
2022-01-01,2079.1379759430465,2361.645210710561,validation,MS-VECM
2022-02-01,2812.300981236596,2311.250466948733,validation,MS-VECM
2022-03-01,2370.6597133762893,1917.0,validation,MS-VECM
2022-04-01,-1280.723183494582,1812.0,validation,MS-VECM
2022-05-01,311.0541374404795,1887.0,validation,MS-VECM
2022-06-01,1551.8738106856658,1854.0,validation,MS-VECM
2022-07-01,1878.3316322451606,1817.0,validation,MS-VECM
2022-08-01,1802.8294183284463,1717.0,validation,MS-VECM
2022-09-01,1954.0393953335338,1779.0,validation,MS-VECM
2022-10-01,1730.3378132923563,1705.0,validation,MS-VECM
2022-11-01,1670.119767840692,1806.0,validation,MS-VECM
2022-12-01,1584.1198127134962,1898.0,validation,MS-VECM
2023-01-01,1994.7382957325494,2121.0,test,MS-VECM
2023-02-01,1887.3012905475334,2219.0,test,MS-VECM
2023-03-01,2556.231777241322,2694.0,test,MS-VECM
2023-04-01,2806.8570572141243,2761.0,test,MS-VECM
2023-05-01,2429.7024896796966,3491.0,test,MS-VECM
2023-06-01,3776.28951310877,3724.0,test,MS-VECM
2023-07-01,3477.3046482519744,3765.0,test,MS-VECM
2023-08-01,3449.8619961135128,3600.0,test,MS-VECM
2023-09-01,3802.818610176049,3540.0,test,MS-VECM
2023-10-01,3385.6305625683603,3569.0,test,MS-VECM
2023-11-01,3201.944296154479,3571.0,test,MS-VECM
2023-12-01,3852.659186058593,4392.0,test,MS-VECM
2024-01-01,4038.8575262682407,4496.0,test,MS-VECM
2024-02-01,4409.737136294777,4520.0,test,MS-VECM
2024-03-01,4792.976037472914,4960.0,test,MS-VECM
2024-04-01,4822.566854494061,5471.0,test,MS-VECM
2024-05-01,5029.636797891204,5410.0,test,MS-VECM
2024-06-01,5651.636377305425,5654.0,test,MS-VECM
2024-07-01,5606.083345874872,5652.0,test,MS-VECM
2024-08-01,5438.767075485856,5959.0,test,MS-VECM
2024-09-01,6064.030679158804,5994.0,test,MS-VECM
2024-10-01,5695.917748098982,6472.0,test,MS-VECM
2024-11-01,6473.890428445119,6451.0,test,MS-VECM
2024-12-01,6464.137658048891,6122.0,test,MS-VECM
2025-01-01,6090.449794307783,6065.0,test,MS-VECM
2025-02-01,6227.274099539345,6086.0,test,MS-VECM
2025-03-01,6473.3840083307405,6531.0,test,MS-VECM
2025-04-01,6390.864295352945,6327.0,test,MS-VECM
2025-05-01,6213.86898874288,6286.0,test,MS-VECM
2025-06-01,6628.296287595443,6081.0,test,MS-VECM
2025-07-01,6204.336354352176,6147.0,test,MS-VECM
2025-08-01,6127.630922466621,6178.0,test,MS-VECM
2025-09-01,6370.94628383618,6244.0,test,MS-VECM
2025-10-01,5840.945383690131,6216.0,test,MS-VECM
2025-11-01,6215.528918667463,6034.0,test,MS-VECM
2025-12-01,6449.379461147675,6825.0,test,MS-VECM
2020-01-01,7642.393000751939,7512.733529432759,validation,Naive
2020-02-01,7512.733529432759,7941.515070351391,validation,Naive
2020-03-01,7941.515070351391,7533.736569408685,validation,Naive
2020-04-01,7533.736569408685,7209.520101152639,validation,Naive
2020-05-01,7209.520101152639,6499.857251537734,validation,Naive
2020-06-01,6499.857251537734,6694.648013475818,validation,Naive
2020-07-01,6694.648013475818,7095.831822594811,validation,Naive
2020-08-01,7095.831822594811,7430.083006707859,validation,Naive
2020-09-01,7430.083006707859,6666.320938200717,validation,Naive
2020-10-01,6666.320938200717,5855.74394110227,validation,Naive
2020-11-01,5855.74394110227,5555.275602812615,validation,Naive
2020-12-01,5555.275602812615,5664.265569350756,validation,Naive
2021-01-01,5664.265569350756,4841.863004371764,validation,Naive
2021-02-01,4841.863004371764,4582.993424023525,validation,Naive
2021-03-01,4582.993424023525,4055.2,validation,Naive
2021-04-01,4055.2,4470.738472224253,validation,Naive
2021-05-01,4470.738472224253,4032.831217910092,validation,Naive
2021-06-01,4032.831217910092,4060.0459080962846,validation,Naive
2021-07-01,4060.0459080962846,2805.884166609781,validation,Naive
2021-08-01,2805.884166609781,3543.508985941734,validation,Naive
2021-09-01,3543.508985941734,2704.1872990039246,validation,Naive
2021-10-01,2704.1872990039246,2269.211946488995,validation,Naive
2021-11-01,2269.211946488995,1588.37233054694,validation,Naive
2021-12-01,1588.37233054694,3139.2264604363068,validation,Naive
2022-01-01,3139.2264604363068,2361.645210710561,validation,Naive
2022-02-01,2361.645210710561,2311.250466948733,validation,Naive
2022-03-01,2311.250466948733,1917.0,validation,Naive
2022-04-01,1917.0,1812.0,validation,Naive
2022-05-01,1812.0,1887.0,validation,Naive
2022-06-01,1887.0,1854.0,validation,Naive
2022-07-01,1854.0,1817.0,validation,Naive
2022-08-01,1817.0,1717.0,validation,Naive
2022-09-01,1717.0,1779.0,validation,Naive
2022-10-01,1779.0,1705.0,validation,Naive
2022-11-01,1705.0,1806.0,validation,Naive
2022-12-01,1806.0,1898.0,validation,Naive
2023-01-01,1898.0,2121.0,test,Naive
2023-02-01,2121.0,2219.0,test,Naive
2023-03-01,2219.0,2694.0,test,Naive
2023-04-01,2694.0,2761.0,test,Naive
2023-05-01,2761.0,3491.0,test,Naive
2023-06-01,3491.0,3724.0,test,Naive
2023-07-01,3724.0,3765.0,test,Naive
2023-08-01,3765.0,3600.0,test,Naive
2023-09-01,3600.0,3540.0,test,Naive
2023-10-01,3540.0,3569.0,test,Naive
2023-11-01,3569.0,3571.0,test,Naive
2023-12-01,3571.0,4392.0,test,Naive
2024-01-01,4392.0,4496.0,test,Naive
2024-02-01,4496.0,4520.0,test,Naive
2024-03-01,4520.0,4960.0,test,Naive
2024-04-01,4960.0,5471.0,test,Naive
2024-05-01,5471.0,5410.0,test,Naive
2024-06-01,5410.0,5654.0,test,Naive
2024-07-01,5654.0,5652.0,test,Naive
2024-08-01,5652.0,5959.0,test,Naive
2024-09-01,5959.0,5994.0,test,Naive
2024-10-01,5994.0,6472.0,test,Naive
2024-11-01,6472.0,6451.0,test,Naive
2024-12-01,6451.0,6122.0,test,Naive
2025-01-01,6122.0,6065.0,test,Naive
2025-02-01,6065.0,6086.0,test,Naive
2025-03-01,6086.0,6531.0,test,Naive
2025-04-01,6531.0,6327.0,test,Naive
2025-05-01,6327.0,6286.0,test,Naive
2025-06-01,6286.0,6081.0,test,Naive
2025-07-01,6081.0,6147.0,test,Naive
2025-08-01,6147.0,6178.0,test,Naive
2025-09-01,6178.0,6244.0,test,Naive
2025-10-01,6244.0,6216.0,test,Naive
2025-11-01,6216.0,6034.0,test,Naive
2025-12-01,6034.0,6825.0,test,Naive
